week_start,item_id
2025-01-20,I0129
2025-01-20,I0144
2025-01-20,I0148
2025-01-20,I0154
2025-01-20,I0158
2025-01-20,I0167
2025-01-20,I0175
2025-01-20,I0180
2025-01-20,I0185
2025-01-20,I0187
2025-01-20,I0190
2025-01-20,I0215
2025-01-20,I0234
2025-01-20,I0323
2025-01-20,I0339
2025-01-20,I0349
2025-01-20,I0360
2025-01-20,I0366
2025-01-20,I0388
2025-01-20,I0400
2025-01-20,I0406
2025-01-20,I0420
2025-01-20,I0426
2025-01-20,I0432
2025-01-20,I0434
2025-01-20,I0444
2025-01-20,I0454
2025-01-20,I0459
2025-01-20,I0491
2025-01-20,I0588
2025-01-20,I0636
2025-01-20,I0653
2025-01-20,I0715
2025-01-20,I0768
2025-01-20,I0793
2025-01-20,I0814
2025-01-20,I0831
2025-01-20,I0842
2025-01-20,I0851
2025-01-20,I0864
2025-01-20,I0872
2025-01-20,I0884
2025-01-20,I0886
2025-01-20,I0899
2025-01-20,I0948
2025-01-20,I0951
2025-01-20,I0982
2025-01-20,I0984
2025-01-20,I0989
2025-01-20,I0998
2025-01-20,I1042
2025-01-20,I1081
2025-01-20,I1093
2025-01-20,I1141
2025-01-20,I1142
2025-01-20,I1151
2025-01-20,I1203
2025-01-20,I1255
2025-01-20,I1260
2025-01-20,I1274
2025-01-20,I1275
2025-01-20,I1287
2025-01-20,I1308
2025-01-20,I1330
2025-01-20,I1360
2025-01-20,I1362
2025-01-20,I1367
2025-01-20,I1409
2025-01-20,I1447
2025-01-20,I1482
2025-01-20,I1508
2025-01-20,I1525
2025-01-20,I1576
2025-01-20,I1594
2025-01-20,I1595
2025-01-20,I1634
2025-01-20,I1640
2025-01-20,I1655
2025-01-20,I1661
2025-01-20,I1666
2025-01-20,I1692
2025-01-20,I1694
2025-01-20,I1705
2025-01-20,I1720
2025-01-20,I1724
2025-01-20,I1752
2025-01-20,I1756
2025-01-20,I1774
2025-01-20,I1800
2025-01-20,I1852
2025-01-20,I1859
2025-01-20,I1866
2025-01-20,I1875
2025-01-20,I1894
2025-01-20,I1905
2025-01-20,I1922
2025-01-20,I1949
2025-01-20,I1953
2025-01-20,I2008
2025-01-20,I2033
2025-01-20,I2081
2025-01-20,I2095
2025-01-20,I2105
2025-01-20,I2164
2025-01-20,I2166
2025-01-20,I2190
2025-01-20,I2271
2025-01-20,I2298
2025-01-20,I2306
2025-01-20,I2316
2025-01-20,I2317
2025-01-20,I2321
2025-01-20,I2334
2025-01-20,I2358
2025-01-20,I2395
2025-01-20,I2396
2025-01-27,I0007
2025-01-27,I0099
2025-01-27,I0147
2025-01-27,I0152
2025-01-27,I0162
2025-01-27,I0189
2025-01-27,I0195
2025-01-27,I0272
2025-01-27,I0295
2025-01-27,I0320
2025-01-27,I0331
2025-01-27,I0349
2025-01-27,I0372
2025-01-27,I0374
2025-01-27,I0384
2025-01-27,I0395
2025-01-27,I0399
2025-01-27,I0415
2025-01-27,I0426
2025-01-27,I0437
2025-01-27,I0443
2025-01-27,I0455
2025-01-27,I0473
2025-01-27,I0493
2025-01-27,I0504
2025-01-27,I0523
2025-01-27,I0579
2025-01-27,I0686
2025-01-27,I0703
2025-01-27,I0716
2025-01-27,I0727
2025-01-27,I0732
2025-01-27,I0750
2025-01-27,I0760
2025-01-27,I0765
2025-01-27,I0772
2025-01-27,I0783
2025-01-27,I0806
2025-01-27,I0812
2025-01-27,I0823
2025-01-27,I0834
2025-01-27,I0836
2025-01-27,I0849
2025-01-27,I0866
2025-01-27,I0871
2025-01-27,I0878
2025-01-27,I0886
2025-01-27,I0902
2025-01-27,I0913
2025-01-27,I0926
2025-01-27,I0967
2025-01-27,I0970
2025-01-27,I0972
2025-01-27,I0985
2025-01-27,I1049
2025-01-27,I1061
2025-01-27,I1062
2025-01-27,I1067
2025-01-27,I1088
2025-01-27,I1111
2025-01-27,I1126
2025-01-27,I1129
2025-01-27,I1134
2025-01-27,I1152
2025-01-27,I1167
2025-01-27,I1216
2025-01-27,I1238
2025-01-27,I1277
2025-01-27,I1295
2025-01-27,I1308
2025-01-27,I1368
2025-01-27,I1381
2025-01-27,I1390
2025-01-27,I1439
2025-01-27,I1465
2025-01-27,I1582
2025-01-27,I1615
2025-01-27,I1617
2025-01-27,I1635
2025-01-27,I1644
2025-01-27,I1654
2025-01-27,I1679
2025-01-27,I1721
2025-01-27,I1772
2025-01-27,I1773
2025-01-27,I1814
2025-01-27,I1819
2025-01-27,I1825
2025-01-27,I1846
2025-01-27,I1851
2025-01-27,I1859
2025-01-27,I1892
2025-01-27,I1897
2025-01-27,I1904
2025-01-27,I1923
2025-01-27,I1929
2025-01-27,I1942
2025-01-27,I1944
2025-01-27,I1966
2025-01-27,I1969
2025-01-27,I1970
2025-01-27,I2003
2025-01-27,I2044
2025-01-27,I2066
2025-01-27,I2075
2025-01-27,I2080
2025-01-27,I2125
2025-01-27,I2155
2025-01-27,I2175
2025-01-27,I2216
2025-01-27,I2238
2025-01-27,I2257
2025-01-27,I2268
2025-01-27,I2271
2025-01-27,I2302
2025-01-27,I2310
2025-01-27,I2324
2025-01-27,I2328
2025-01-27,I2349
2025-01-27,I2388
2025-02-03,I0023
2025-02-03,I0054
2025-02-03,I0062
2025-02-03,I0066
2025-02-03,I0082
2025-02-03,I0083
2025-02-03,I0134
2025-02-03,I0166
2025-02-03,I0170
2025-02-03,I0183
2025-02-03,I0200
2025-02-03,I0212
2025-02-03,I0251
2025-02-03,I0269
2025-02-03,I0292
2025-02-03,I0326
2025-02-03,I0356
2025-02-03,I0358
2025-02-03,I0359
2025-02-03,I0392
2025-02-03,I0393
2025-02-03,I0434
2025-02-03,I0450
2025-02-03,I0464
2025-02-03,I0488
2025-02-03,I0527
2025-02-03,I0534
2025-02-03,I0545
2025-02-03,I0547
2025-02-03,I0550
2025-02-03,I0578
2025-02-03,I0593
2025-02-03,I0603
2025-02-03,I0611
2025-02-03,I0622
2025-02-03,I0630
2025-02-03,I0654
2025-02-03,I0655
2025-02-03,I0667
2025-02-03,I0717
2025-02-03,I0747
2025-02-03,I0780
2025-02-03,I0795
2025-02-03,I0803
2025-02-03,I0815
2025-02-03,I0853
2025-02-03,I0876
2025-02-03,I0893
2025-02-03,I0920
2025-02-03,I0968
2025-02-03,I1016
2025-02-03,I1037
2025-02-03,I1067
2025-02-03,I1072
2025-02-03,I1100
2025-02-03,I1134
2025-02-03,I1144
2025-02-03,I1159
2025-02-03,I1165
2025-02-03,I1213
2025-02-03,I1219
2025-02-03,I1222
2025-02-03,I1253
2025-02-03,I1263
2025-02-03,I1284
2025-02-03,I1285
2025-02-03,I1289
2025-02-03,I1348
2025-02-03,I1366
2025-02-03,I1373
2025-02-03,I1384
2025-02-03,I1395
2025-02-03,I1403
2025-02-03,I1405
2025-02-03,I1432
2025-02-03,I1438
2025-02-03,I1465
2025-02-03,I1486
2025-02-03,I1530
2025-02-03,I1534
2025-02-03,I1548
2025-02-03,I1601
2025-02-03,I1612
2025-02-03,I1619
2025-02-03,I1640
2025-02-03,I1662
2025-02-03,I1711
2025-02-03,I1715
2025-02-03,I1729
2025-02-03,I1742
2025-02-03,I1749
2025-02-03,I1755
2025-02-03,I1768
2025-02-03,I1777
2025-02-03,I1794
2025-02-03,I1816
2025-02-03,I1826
2025-02-03,I1827
2025-02-03,I1860
2025-02-03,I1871
2025-02-03,I1875
2025-02-03,I1885
2025-02-03,I1927
2025-02-03,I1934
2025-02-03,I1953
2025-02-03,I1984
2025-02-03,I1986
2025-02-03,I1994
2025-02-03,I2000
2025-02-03,I2013
2025-02-03,I2086
2025-02-03,I2127
2025-02-03,I2179
2025-02-03,I2232
2025-02-03,I2314
2025-02-03,I2321
2025-02-03,I2323
2025-02-03,I2339
2025-02-03,I2355
2025-02-03,I2359
2025-02-10,I0001
2025-02-10,I0006
2025-02-10,I0015
2025-02-10,I0034
2025-02-10,I0037
2025-02-10,I0038
2025-02-10,I0064
2025-02-10,I0105
2025-02-10,I0113
2025-02-10,I0124
2025-02-10,I0136
2025-02-10,I0188
2025-02-10,I0191
2025-02-10,I0215
2025-02-10,I0232
2025-02-10,I0243
2025-02-10,I0266
2025-02-10,I0300
2025-02-10,I0334
2025-02-10,I0349
2025-02-10,I0370
2025-02-10,I0377
2025-02-10,I0394
2025-02-10,I0407
2025-02-10,I0421
2025-02-10,I0445
2025-02-10,I0463
2025-02-10,I0471
2025-02-10,I0535
2025-02-10,I0566
2025-02-10,I0575
2025-02-10,I0580
2025-02-10,I0613
2025-02-10,I0657
2025-02-10,I0658
2025-02-10,I0708
2025-02-10,I0710
2025-02-10,I0718
2025-02-10,I0724
2025-02-10,I0748
2025-02-10,I0770
2025-02-10,I0784
2025-02-10,I0821
2025-02-10,I0838
2025-02-10,I0855
2025-02-10,I0868
2025-02-10,I0883
2025-02-10,I0900
2025-02-10,I0901
2025-02-10,I0916
2025-02-10,I0931
2025-02-10,I0938
2025-02-10,I0945
2025-02-10,I0964
2025-02-10,I1012
2025-02-10,I1020
2025-02-10,I1027
2025-02-10,I1028
2025-02-10,I1040
2025-02-10,I1074
2025-02-10,I1142
2025-02-10,I1148
2025-02-10,I1162
2025-02-10,I1178
2025-02-10,I1179
2025-02-10,I1203
2025-02-10,I1229
2025-02-10,I1231
2025-02-10,I1234
2025-02-10,I1260
2025-02-10,I1265
2025-02-10,I1283
2025-02-10,I1291
2025-02-10,I1301
2025-02-10,I1315
2025-02-10,I1348
2025-02-10,I1395
2025-02-10,I1430
2025-02-10,I1461
2025-02-10,I1462
2025-02-10,I1482
2025-02-10,I1490
2025-02-10,I1535
2025-02-10,I1540
2025-02-10,I1553
2025-02-10,I1561
2025-02-10,I1583
2025-02-10,I1586
2025-02-10,I1600
2025-02-10,I1605
2025-02-10,I1614
2025-02-10,I1642
2025-02-10,I1661
2025-02-10,I1740
2025-02-10,I1772
2025-02-10,I1776
2025-02-10,I1785
2025-02-10,I1790
2025-02-10,I1811
2025-02-10,I1829
2025-02-10,I1940
2025-02-10,I1969
2025-02-10,I1981
2025-02-10,I1985
2025-02-10,I2035
2025-02-10,I2037
2025-02-10,I2074
2025-02-10,I2100
2025-02-10,I2150
2025-02-10,I2153
2025-02-10,I2182
2025-02-10,I2188
2025-02-10,I2201
2025-02-10,I2206
2025-02-10,I2279
2025-02-10,I2324
2025-02-10,I2334
2025-02-10,I2337
2025-02-10,I2341
2025-02-10,I2375
2025-02-17,I0021
2025-02-17,I0031
2025-02-17,I0083
2025-02-17,I0105
2025-02-17,I0142
2025-02-17,I0158
2025-02-17,I0178
2025-02-17,I0193
2025-02-17,I0212
2025-02-17,I0227
2025-02-17,I0246
2025-02-17,I0285
2025-02-17,I0289
2025-02-17,I0311
2025-02-17,I0342
2025-02-17,I0372
2025-02-17,I0469
2025-02-17,I0474
2025-02-17,I0475
2025-02-17,I0492
2025-02-17,I0495
2025-02-17,I0568
2025-02-17,I0595
2025-02-17,I0621
2025-02-17,I0622
2025-02-17,I0685
2025-02-17,I0748
2025-02-17,I0753
2025-02-17,I0790
2025-02-17,I0797
2025-02-17,I0803
2025-02-17,I0813
2025-02-17,I0819
2025-02-17,I0828
2025-02-17,I0846
2025-02-17,I0853
2025-02-17,I0868
2025-02-17,I0888
2025-02-17,I0896
2025-02-17,I0920
2025-02-17,I0926
2025-02-17,I0928
2025-02-17,I0931
2025-02-17,I0932
2025-02-17,I0940
2025-02-17,I0946
2025-02-17,I0949
2025-02-17,I0951
2025-02-17,I0962
2025-02-17,I0989
2025-02-17,I1013
2025-02-17,I1026
2025-02-17,I1029
2025-02-17,I1058
2025-02-17,I1064
2025-02-17,I1098
2025-02-17,I1131
2025-02-17,I1145
2025-02-17,I1164
2025-02-17,I1166
2025-02-17,I1199
2025-02-17,I1200
2025-02-17,I1236
2025-02-17,I1237
2025-02-17,I1246
2025-02-17,I1251
2025-02-17,I1315
2025-02-17,I1330
2025-02-17,I1352
2025-02-17,I1364
2025-02-17,I1373
2025-02-17,I1381
2025-02-17,I1403
2025-02-17,I1470
2025-02-17,I1482
2025-02-17,I1483
2025-02-17,I1519
2025-02-17,I1530
2025-02-17,I1547
2025-02-17,I1559
2025-02-17,I1633
2025-02-17,I1656
2025-02-17,I1660
2025-02-17,I1676
2025-02-17,I1685
2025-02-17,I1709
2025-02-17,I1743
2025-02-17,I1758
2025-02-17,I1773
2025-02-17,I1794
2025-02-17,I1809
2025-02-17,I1823
2025-02-17,I1899
2025-02-17,I1915
2025-02-17,I1928
2025-02-17,I1949
2025-02-17,I1958
2025-02-17,I1968
2025-02-17,I1979
2025-02-17,I2003
2025-02-17,I2023
2025-02-17,I2035
2025-02-17,I2067
2025-02-17,I2107
2025-02-17,I2143
2025-02-17,I2145
2025-02-17,I2149
2025-02-17,I2150
2025-02-17,I2182
2025-02-17,I2189
2025-02-17,I2249
2025-02-17,I2255
2025-02-17,I2281
2025-02-17,I2294
2025-02-17,I2304
2025-02-17,I2313
2025-02-17,I2321
2025-02-17,I2358
2025-02-17,I2363
2025-02-17,I2385
2025-02-24,I0002
2025-02-24,I0010
2025-02-24,I0014
2025-02-24,I0025
2025-02-24,I0027
2025-02-24,I0031
2025-02-24,I0049
2025-02-24,I0078
2025-02-24,I0142
2025-02-24,I0144
2025-02-24,I0166
2025-02-24,I0176
2025-02-24,I0180
2025-02-24,I0243
2025-02-24,I0263
2025-02-24,I0301
2025-02-24,I0304
2025-02-24,I0309
2025-02-24,I0326
2025-02-24,I0345
2025-02-24,I0351
2025-02-24,I0402
2025-02-24,I0416
2025-02-24,I0438
2025-02-24,I0445
2025-02-24,I0545
2025-02-24,I0575
2025-02-24,I0600
2025-02-24,I0603
2025-02-24,I0623
2025-02-24,I0630
2025-02-24,I0661
2025-02-24,I0675
2025-02-24,I0688
2025-02-24,I0713
2025-02-24,I0737
2025-02-24,I0756
2025-02-24,I0776
2025-02-24,I0783
2025-02-24,I0784
2025-02-24,I0806
2025-02-24,I0820
2025-02-24,I0872
2025-02-24,I0890
2025-02-24,I0925
2025-02-24,I0982
2025-02-24,I1029
2025-02-24,I1036
2025-02-24,I1038
2025-02-24,I1046
2025-02-24,I1088
2025-02-24,I1095
2025-02-24,I1119
2025-02-24,I1160
2025-02-24,I1168
2025-02-24,I1192
2025-02-24,I1200
2025-02-24,I1217
2025-02-24,I1230
2025-02-24,I1232
2025-02-24,I1243
2025-02-24,I1251
2025-02-24,I1256
2025-02-24,I1275
2025-02-24,I1278
2025-02-24,I1334
2025-02-24,I1338
2025-02-24,I1343
2025-02-24,I1345
2025-02-24,I1365
2025-02-24,I1371
2025-02-24,I1374
2025-02-24,I1378
2025-02-24,I1381
2025-02-24,I1389
2025-02-24,I1395
2025-02-24,I1402
2025-02-24,I1416
2025-02-24,I1437
2025-02-24,I1445
2025-02-24,I1449
2025-02-24,I1458
2025-02-24,I1491
2025-02-24,I1504
2025-02-24,I1590
2025-02-24,I1645
2025-02-24,I1686
2025-02-24,I1727
2025-02-24,I1732
2025-02-24,I1742
2025-02-24,I1757
2025-02-24,I1763
2025-02-24,I1799
2025-02-24,I1824
2025-02-24,I1833
2025-02-24,I1869
2025-02-24,I1958
2025-02-24,I1982
2025-02-24,I2003
2025-02-24,I2025
2025-02-24,I2082
2025-02-24,I2104
2025-02-24,I2129
2025-02-24,I2133
2025-02-24,I2156
2025-02-24,I2170
2025-02-24,I2206
2025-02-24,I2217
2025-02-24,I2234
2025-02-24,I2239
2025-02-24,I2245
2025-02-24,I2273
2025-02-24,I2305
2025-02-24,I2314
2025-02-24,I2326
2025-02-24,I2331
2025-02-24,I2332
2025-02-24,I2337
2025-02-24,I2349
2025-02-24,I2375
2025-03-03,I0018
2025-03-03,I0027
2025-03-03,I0032
2025-03-03,I0039
2025-03-03,I0051
2025-03-03,I0061
2025-03-03,I0095
2025-03-03,I0096
2025-03-03,I0143
2025-03-03,I0177
2025-03-03,I0195
2025-03-03,I0197
2025-03-03,I0200
2025-03-03,I0216
2025-03-03,I0226
2025-03-03,I0294
2025-03-03,I0328
2025-03-03,I0340
2025-03-03,I0354
2025-03-03,I0359
2025-03-03,I0368
2025-03-03,I0371
2025-03-03,I0438
2025-03-03,I0446
2025-03-03,I0464
2025-03-03,I0481
2025-03-03,I0482
2025-03-03,I0484
2025-03-03,I0502
2025-03-03,I0514
2025-03-03,I0580
2025-03-03,I0639
2025-03-03,I0690
2025-03-03,I0723
2025-03-03,I0727
2025-03-03,I0731
2025-03-03,I0734
2025-03-03,I0743
2025-03-03,I0746
2025-03-03,I0747
2025-03-03,I0768
2025-03-03,I0773
2025-03-03,I0836
2025-03-03,I0861
2025-03-03,I0880
2025-03-03,I0905
2025-03-03,I0919
2025-03-03,I0965
2025-03-03,I0990
2025-03-03,I0999
2025-03-03,I1000
2025-03-03,I1010
2025-03-03,I1019
2025-03-03,I1033
2025-03-03,I1057
2025-03-03,I1066
2025-03-03,I1076
2025-03-03,I1093
2025-03-03,I1159
2025-03-03,I1173
2025-03-03,I1180
2025-03-03,I1205
2025-03-03,I1211
2025-03-03,I1242
2025-03-03,I1295
2025-03-03,I1320
2025-03-03,I1361
2025-03-03,I1364
2025-03-03,I1390
2025-03-03,I1420
2025-03-03,I1458
2025-03-03,I1470
2025-03-03,I1471
2025-03-03,I1523
2025-03-03,I1553
2025-03-03,I1569
2025-03-03,I1588
2025-03-03,I1608
2025-03-03,I1616
2025-03-03,I1617
2025-03-03,I1627
2025-03-03,I1636
2025-03-03,I1651
2025-03-03,I1652
2025-03-03,I1673
2025-03-03,I1692
2025-03-03,I1717
2025-03-03,I1792
2025-03-03,I1832
2025-03-03,I1856
2025-03-03,I1858
2025-03-03,I1896
2025-03-03,I1929
2025-03-03,I1935
2025-03-03,I1954
2025-03-03,I1974
2025-03-03,I1975
2025-03-03,I1981
2025-03-03,I1990
2025-03-03,I2006
2025-03-03,I2012
2025-03-03,I2027
2025-03-03,I2098
2025-03-03,I2103
2025-03-03,I2104
2025-03-03,I2108
2025-03-03,I2119
2025-03-03,I2121
2025-03-03,I2125
2025-03-03,I2139
2025-03-03,I2146
2025-03-03,I2150
2025-03-03,I2162
2025-03-03,I2215
2025-03-03,I2234
2025-03-03,I2252
2025-03-03,I2270
2025-03-03,I2306
2025-03-03,I2321
2025-03-03,I2335
2025-03-10,I0018
2025-03-10,I0030
2025-03-10,I0060
2025-03-10,I0073
2025-03-10,I0079
2025-03-10,I0103
2025-03-10,I0107
2025-03-10,I0109
2025-03-10,I0118
2025-03-10,I0137
2025-03-10,I0159
2025-03-10,I0200
2025-03-10,I0255
2025-03-10,I0262
2025-03-10,I0269
2025-03-10,I0299
2025-03-10,I0307
2025-03-10,I0331
2025-03-10,I0339
2025-03-10,I0350
2025-03-10,I0353
2025-03-10,I0354
2025-03-10,I0371
2025-03-10,I0373
2025-03-10,I0404
2025-03-10,I0421
2025-03-10,I0469
2025-03-10,I0501
2025-03-10,I0528
2025-03-10,I0544
2025-03-10,I0571
2025-03-10,I0578
2025-03-10,I0583
2025-03-10,I0601
2025-03-10,I0602
2025-03-10,I0609
2025-03-10,I0662
2025-03-10,I0669
2025-03-10,I0702
2025-03-10,I0713
2025-03-10,I0716
2025-03-10,I0745
2025-03-10,I0750
2025-03-10,I0763
2025-03-10,I0772
2025-03-10,I0787
2025-03-10,I0811
2025-03-10,I0834
2025-03-10,I0889
2025-03-10,I0903
2025-03-10,I0916
2025-03-10,I0921
2025-03-10,I0935
2025-03-10,I0941
2025-03-10,I0945
2025-03-10,I0975
2025-03-10,I0976
2025-03-10,I0977
2025-03-10,I1004
2025-03-10,I1017
2025-03-10,I1038
2025-03-10,I1040
2025-03-10,I1049
2025-03-10,I1050
2025-03-10,I1058
2025-03-10,I1102
2025-03-10,I1152
2025-03-10,I1175
2025-03-10,I1219
2025-03-10,I1250
2025-03-10,I1278
2025-03-10,I1297
2025-03-10,I1305
2025-03-10,I1308
2025-03-10,I1335
2025-03-10,I1395
2025-03-10,I1451
2025-03-10,I1455
2025-03-10,I1456
2025-03-10,I1509
2025-03-10,I1542
2025-03-10,I1557
2025-03-10,I1586
2025-03-10,I1603
2025-03-10,I1686
2025-03-10,I1695
2025-03-10,I1708
2025-03-10,I1722
2025-03-10,I1743
2025-03-10,I1748
2025-03-10,I1784
2025-03-10,I1820
2025-03-10,I1829
2025-03-10,I1891
2025-03-10,I1908
2025-03-10,I1959
2025-03-10,I1981
2025-03-10,I2026
2025-03-10,I2032
2025-03-10,I2034
2025-03-10,I2042
2025-03-10,I2046
2025-03-10,I2069
2025-03-10,I2072
2025-03-10,I2077
2025-03-10,I2085
2025-03-10,I2097
2025-03-10,I2099
2025-03-10,I2127
2025-03-10,I2134
2025-03-10,I2179
2025-03-10,I2264
2025-03-10,I2272
2025-03-10,I2293
2025-03-10,I2299
2025-03-10,I2303
2025-03-10,I2324
2025-03-10,I2364
2025-03-10,I2366
2025-03-10,I2377
2025-03-17,I0023
2025-03-17,I0083
2025-03-17,I0090
2025-03-17,I0112
2025-03-17,I0119
2025-03-17,I0131
2025-03-17,I0174
2025-03-17,I0189
2025-03-17,I0199
2025-03-17,I0207
2025-03-17,I0240
2025-03-17,I0272
2025-03-17,I0318
2025-03-17,I0335
2025-03-17,I0358
2025-03-17,I0363
2025-03-17,I0397
2025-03-17,I0445
2025-03-17,I0458
2025-03-17,I0471
2025-03-17,I0478
2025-03-17,I0480
2025-03-17,I0481
2025-03-17,I0564
2025-03-17,I0565
2025-03-17,I0566
2025-03-17,I0574
2025-03-17,I0582
2025-03-17,I0586
2025-03-17,I0591
2025-03-17,I0651
2025-03-17,I0655
2025-03-17,I0695
2025-03-17,I0711
2025-03-17,I0741
2025-03-17,I0749
2025-03-17,I0765
2025-03-17,I0799
2025-03-17,I0805
2025-03-17,I0873
2025-03-17,I0910
2025-03-17,I0934
2025-03-17,I0936
2025-03-17,I0952
2025-03-17,I0966
2025-03-17,I0981
2025-03-17,I0991
2025-03-17,I1014
2025-03-17,I1041
2025-03-17,I1069
2025-03-17,I1094
2025-03-17,I1096
2025-03-17,I1130
2025-03-17,I1143
2025-03-17,I1164
2025-03-17,I1165
2025-03-17,I1176
2025-03-17,I1184
2025-03-17,I1207
2025-03-17,I1208
2025-03-17,I1217
2025-03-17,I1220
2025-03-17,I1229
2025-03-17,I1246
2025-03-17,I1253
2025-03-17,I1257
2025-03-17,I1325
2025-03-17,I1338
2025-03-17,I1355
2025-03-17,I1363
2025-03-17,I1366
