slate_id,corrupted,mode,position,healthy_code,emitted_code
S00175,0,none,4,23395,23395
S00175,0,none,5,22720,22720
S00175,0,none,6,22107,22107
S00175,0,none,7,23403,23403
S00175,0,none,8,22726,22726
S00175,0,none,9,22457,22457
S00175,0,none,10,22138,22138
S00178,1,price_band_shift,1,23198,22720
S00178,1,price_band_shift,2,22961,22960
S00178,1,price_band_shift,3,23209,23298
S00178,1,price_band_shift,4,22993,23240
S00178,1,price_band_shift,5,22077,22699
S00178,1,price_band_shift,6,23170,22138
S00178,1,price_band_shift,7,23301,23245
S00178,1,price_band_shift,8,23306,22666
S00178,1,price_band_shift,9,82567,20914
S00178,1,price_band_shift,10,22558,22726
S00182,1,stale_index,1,82567,22697
S00182,1,stale_index,2,22086,22666
S00182,1,stale_index,3,22144,82583
S00182,1,stale_index,4,21908,22722
S00182,1,stale_index,5,20914,22090
S00182,1,stale_index,6,22666,21908
S00182,1,stale_index,7,22699,85150
S00182,1,stale_index,8,23301,22413
S00182,1,stale_index,9,82583,20914
S00182,1,stale_index,10,22077,82567
S00184,0,none,1,23209,23209
S00184,0,none,2,22382,22382
S00184,0,none,3,22077,22077
S00184,0,none,4,23263,23263
S00184,0,none,5,23203,23203
S00184,0,none,6,20674,20674
S00184,0,none,7,22662,22662
S00184,0,none,8,23321,23321
S00184,0,none,9,23198,23198
S00184,0,none,10,22551,22551
S00189,1,stale_index,1,85123A,85123A
S00189,1,stale_index,2,23403,85099B
S00189,1,stale_index,3,82482,22697
S00189,1,stale_index,4,23355,22457
S00189,1,stale_index,5,22470,22666
S00189,1,stale_index,6,20914,82482
S00189,1,stale_index,7,22666,21181
S00189,1,stale_index,8,23202,22668
S00189,1,stale_index,9,22086,21936
S00189,1,stale_index,10,22457,22090
S00197,0,none,1,20725,20725
S00197,0,none,2,22086,22086
S00197,0,none,3,23203,23203
S00197,0,none,4,20727,20727
S00197,0,none,5,22383,22383
S00197,0,none,6,22630,22630
S00197,0,none,7,20728,20728
S00197,0,none,8,85123A,85123A
S00197,0,none,9,85099B,85099B
S00197,0,none,10,22619,22619
S00204,0,none,1,23203,23203
S00204,0,none,2,20725,20725
S00204,0,none,3,23202,23202
S00204,0,none,4,23199,23199
S00204,0,none,5,20914,20914
S00204,0,none,6,82494L,82494L
S00204,0,none,7,21931,21931
S00204,0,none,8,22386,22386
S00204,0,none,9,22086,22086
S00204,0,none,10,22457,22457
S00209,0,none,1,23209,23209
S00209,0,none,2,22621,22621
S00209,0,none,3,23202,23202
S00209,0,none,4,20725,20725
S00209,0,none,5,22077,22077
S00209,0,none,6,23199,23199
S00209,0,none,7,23301,23301
S00209,0,none,8,20727,20727
S00209,0,none,9,22865,22865
S00209,0,none,10,22383,22383
S00217,0,none,1,23264,23264
S00217,0,none,2,23263,23263
S00217,0,none,3,35970,35970
S00217,0,none,4,22573,22573
S00217,0,none,5,23265,23265
S00217,0,none,6,23266,23266
S00217,0,none,7,23217,23217
S00217,0,none,8,85039A,85039A
S00217,0,none,9,21494,21494
S00217,0,none,10,22074,22074
S00228,0,none,1,21927,21927
S00228,0,none,2,23318,23318
S00228,0,none,3,22355,22355
S00228,0,none,4,23266,23266
S00228,0,none,5,23437,23437
S00228,0,none,6,22966,22966
S00228,0,none,7,23101,23101
S00228,0,none,8,21122,21122
S00228,0,none,9,85114C,85114C
S00228,0,none,10,22217,22217
S00238,1,price_band_shift,1,23209,22086
S00238,1,price_band_shift,2,20727,85123A
S00238,1,price_band_shift,3,22383,23202
S00238,1,price_band_shift,4,23266,23209
S00238,1,price_band_shift,5,20723,21931
S00238,1,price_band_shift,6,20728,23343
S00238,1,price_band_shift,7,23206,23199
S00238,1,price_band_shift,8,20726,23322
S00238,1,price_band_shift,9,23208,23201
S00238,1,price_band_shift,10,22662,21733
S00240,0,none,1,22680,22680
S00240,0,none,2,82494L,82494L
S00240,0,none,3,23322,23322
S00240,0,none,4,22467,22467
S00240,0,none,5,85123A,85123A
S00240,0,none,6,22086,22086
S00240,0,none,7,22173,22173
S00240,0,none,8,23203,23203
S00240,0,none,9,22513,22513
S00240,0,none,10,82582,82582
S00242,1,popularity_fallback,1,23301,85099B
S00242,1,popularity_fallback,2,22077,23355
S00242,1,popularity_fallback,3,23263,22086
S00242,1,popularity_fallback,4,82567,23203
S00242,1,popularity_fallback,5,85099B,85123A
S00242,1,popularity_fallback,6,23198,22423
S00242,1,popularity_fallback,7,20725,84879
S00242,1,popularity_fallback,8,35970,23209
S00242,1,popularity_fallback,9,82551,20725
S00242,1,popularity_fallback,10,22557,22720
S00247,0,none,1,22550,22550
S00247,0,none,2,22619,22619
S00247,0,none,3,21914,21914
S00247,0,none,4,23229,23229
S00247,0,none,5,22549,22549
S00247,0,none,6,22086,22086
S00247,0,none,7,22621,22621
S00247,0,none,8,21890,21890
S00247,0,none,9,22630,22630
S00247,0,none,10,84375,84375
S00248,0,none,1,48187,48187
S00248,0,none,2,21754,21754
S00248,0,none,3,23355,23355
S00248,0,none,4,82483,82483
S00248,0,none,5,22720,22720
S00248,0,none,6,20685,20685
S00248,0,none,7,22505,22505
S00248,0,none,8,48138,48138
S00248,0,none,9,22689,22689
S00248,0,none,10,23298,23298
S00249,0,none,1,21992,21992
S00249,0,none,2,23301,23301
S00249,0,none,3,22759,22759
S00249,0,none,4,22865,22865
S00249,0,none,5,22077,22077
S00249,0,none,6,23194,23194
S00249,0,none,7,82567,82567
S00249,0,none,8,23266,23266
S00249,0,none,9,22621,22621
S00249,0,none,10,22551,22551
S00255,0,none,1,23264,23264
S00255,0,none,2,23333,23333
S00255,0,none,3,23352,23352
S00255,0,none,4,21818,21818
S00255,0,none,5,22595,22595
S00255,0,none,6,23263,23263
S00255,0,none,7,23103,23103
S00255,0,none,8,23321,23321
S00255,0,none,9,22596,22596
S00255,0,none,10,22573,22573
S00259,1,popularity_fallback,1,21669,85099B
S00259,1,popularity_fallback,2,23301,23355
S00259,1,popularity_fallback,3,23263,22086
S00259,1,popularity_fallback,4,22077,23203
S00259,1,popularity_fallback,5,22469,85123A
S00259,1,popularity_fallback,6,23197,22423
S00259,1,popularity_fallback,7,23332,84879
S00259,1,popularity_fallback,8,21992,23209
S00259,1,popularity_fallback,9,21668,20725
S00259,1,popularity_fallback,10,23493,22720
S00275,0,none,1,22386,22386
S00275,0,none,2,23199,23199
S00275,0,none,3,20725,20725
S00275,0,none,4,23200,23200
S00275,0,none,5,22385,22385
S00275,0,none,6,23344,23344
S00275,0,none,7,20713,20713
S00275,0,none,8,22663,22663
S00275,0,none,9,23209,23209
S00275,0,none,10,20727,20727
S00283,1,price_band_shift,1,20725,23298
S00283,1,price_band_shift,2,85099B,22139
S00283,1,price_band_shift,3,20727,23355
S00283,1,price_band_shift,4,23203,85014B
S00283,1,price_band_shift,5,20728,22720
S00283,1,price_band_shift,6,23209,47590A
S00283,1,price_band_shift,7,22662,22371
S00283,1,price_band_shift,8,21931,82483
S00283,1,price_band_shift,9,23300,21754
S00283,1,price_band_shift,10,22383,79321
S00322,0,none,1,20725,20725
S00322,0,none,2,22382,22382
S00322,0,none,3,22383,22383
S00322,0,none,4,23209,23209
S00322,0,none,5,20726,20726
S00322,0,none,6,20727,20727
S00322,0,none,7,23206,23206
S00322,0,none,8,20728,20728
S00322,0,none,9,22384,22384
S00322,0,none,10,23207,23207
S00356,0,none,1,23202,23202
S00356,0,none,2,85123A,85123A
S00356,0,none,3,22144,22144
S00356,0,none,4,20727,20727
S00356,0,none,5,22666,22666
S00356,0,none,6,23201,23201
S00356,0,none,7,22865,22865
S00356,0,none,8,22910,22910
S00356,0,none,9,22384,22384
S00356,0,none,10,20728,20728
S00374,1,popularity_fallback,1,22865,85099B
S00374,1,popularity_fallback,2,22086,23355
S00374,1,popularity_fallback,3,23318,22086
S00374,1,popularity_fallback,4,23343,23203
S00374,1,popularity_fallback,5,22910,85123A
S00374,1,popularity_fallback,6,22867,22423
S00374,1,popularity_fallback,7,23439,84879
S00374,1,popularity_fallback,8,23301,23209
S00374,1,popularity_fallback,9,22739,20725
S00374,1,popularity_fallback,10,22144,22720
S00382,1,price_band_shift,1,22383,85099B
S00382,1,price_band_shift,2,85099B,22326
S00382,1,price_band_shift,3,23209,22383
S00382,1,price_band_shift,4,20727,84997C
S00382,1,price_band_shift,5,20725,23200
S00382,1,price_band_shift,6,22382,23203
S00382,1,price_band_shift,7,23206,20914
S00382,1,price_band_shift,8,22384,20712
S00382,1,price_band_shift,9,20728,21931
S00382,1,price_band_shift,10,20726,23201
S00389,0,none,1,23321,23321
S00389,0,none,2,85123A,85123A
S00389,0,none,3,22469,22469
S00389,0,none,4,23209,23209
S00389,0,none,5,23301,23301
S00389,0,none,6,22077,22077
S00389,0,none,7,85099B,85099B
S00389,0,none,8,23332,23332
S00389,0,none,9,22865,22865
S00389,0,none,10,23263,23263
S00397,1,stale_index,1,20725,20725
S00397,1,stale_index,2,85099B,85099B
S00397,1,stale_index,3,23208,23199
S00397,1,stale_index,4,22382,23208
S00397,1,stale_index,5,20727,20727
S00397,1,stale_index,6,23202,22382
S00397,1,stale_index,7,23199,20728
S00397,1,stale_index,8,22384,21929
S00397,1,stale_index,9,20726,20726
S00397,1,stale_index,10,20728,21931
S00399,1,price_band_shift,1,22998,23266
S00399,1,price_band_shift,2,23005,22382
S00399,1,price_band_shift,3,82580,23264
S00399,1,price_band_shift,4,23004,22219
S00399,1,price_band_shift,5,22219,21990
S00399,1,price_band_shift,6,22573,23198
S00399,1,price_band_shift,7,21975,23275
S00399,1,price_band_shift,8,82581,23228
S00399,1,price_band_shift,9,23367,23321
S00399,1,price_band_shift,10,22197,22197
S00414,1,price_band_shift,1,22086,22114
S00414,1,price_band_shift,2,85123A,85123A
S00414,1,price_band_shift,3,23301,22086
S00414,1,price_band_shift,4,84879,82494L
S00414,1,price_band_shift,5,82494L,22113
S00414,1,price_band_shift,6,22865,22720
S00414,1,price_band_shift,7,85099B,23356
S00414,1,price_band_shift,8,22469,22138
S00414,1,price_band_shift,9,22082,23298
S00414,1,price_band_shift,10,84375,22112
S00416,0,none,1,23203,23203
S00416,0,none,2,22865,22865
S00416,0,none,3,23301,23301
S00416,0,none,4,20725,20725
S00416,0,none,5,21929,21929
S00416,0,none,6,23198,23198
S00416,0,none,7,21914,21914
S00416,0,none,8,22077,22077
S00416,0,none,9,22195,22195
S00416,0,none,10,23202,23202
S00419,1,popularity_fallback,1,22666,85099B
S00419,1,popularity_fallback,2,85123A,23355
S00419,1,popularity_fallback,3,22720,22086
S00419,1,popularity_fallback,4,20914,23203
S00419,1,popularity_fallback,5,22960,85123A
S00419,1,popularity_fallback,6,23236,22423
S00419,1,popularity_fallback,7,22326,84879
S00419,1,popularity_fallback,8,23203,23209
S00419,1,popularity_fallback,9,22086,20725
S00419,1,popularity_fallback,10,22989,22720
S00423,0,none,1,23321,23321
S00423,0,none,2,20728,20728
S00423,0,none,3,21931,21931
S00423,0,none,4,23301,23301
S00423,0,none,5,23199,23199
S00423,0,none,6,23201,23201
S00423,0,none,7,23207,23207
S00423,0,none,8,23103,23103
S00423,0,none,9,22865,22865
S00423,0,none,10,22961,22961
S00428,1,stale_index,1,20725,20725
S00428,1,stale_index,2,22086,21731
S00428,1,stale_index,3,23321,85123A
S00428,1,stale_index,4,23343,21155
S00428,1,stale_index,5,85123A,22745
S00428,1,stale_index,6,23301,22666
S00428,1,stale_index,7,85099B,85099B
S00428,1,stale_index,8,22991,82583
S00428,1,stale_index,9,22551,22554
S00428,1,stale_index,10,22867,20727
S00443,0,none,1,23171,23171
S00443,0,none,2,22699,22699
S00443,0,none,3,23172,23172
S00443,0,none,4,23198,23198
S00443,0,none,5,22077,22077
S00443,0,none,6,21314,21314
S00443,0,none,7,21147,21147
S00443,0,none,8,22697,22697
S00443,0,none,9,21915,21915
S00443,0,none,10,22961,22961
S00445,1,stale_index,1,22728,22728
S00445,1,stale_index,2,22633,85123A
S00445,1,stale_index,3,22086,22666
S00445,1,stale_index,4,23355,22960
S00445,1,stale_index,5,22725,22722
S00445,1,stale_index,6,22632,47566
S00445,1,stale_index,7,85123A,35915C
S00445,1,stale_index,8,23170,22090
S00445,1,stale_index,9,22835,22087
S00445,1,stale_index,10,22666,22457
S00452,0,none,1,85123A,85123A
S00452,0,none,2,23245,23245
S00452,0,none,3,23355,23355
S00452,0,none,4,23298,23298
S00452,0,none,5,22720,22720
S00452,0,none,6,22507,22507
S00452,0,none,7,22766,22766
S00452,0,none,8,22173,22173
S00452,0,none,9,22456,22456
S00452,0,none,10,23393,23393
S00457,1,stale_index,1,20725,20707
S00457,1,stale_index,2,23296,20725
S00457,1,stale_index,3,20723,22993
S00457,1,stale_index,4,23266,22355
S00457,1,stale_index,5,22993,21232
S00457,1,stale_index,6,22676,22178
S00457,1,stale_index,7,21232,21992
S00457,1,stale_index,8,23209,85099B
S00457,1,stale_index,9,23301,22676
S00457,1,stale_index,10,21992,22241
S00461,0,none,1,22621,22621
S00461,0,none,2,22551,22551
S00461,0,none,3,20971,20971
S00461,0,none,4,22382,22382
S00461,0,none,5,23198,23198
S00461,0,none,6,22549,22549
S00461,0,none,7,22086,22086
S00461,0,none,8,22560,22560
S00461,0,none,9,20972,20972
S00461,0,none,10,22739,22739
S00474,1,popularity_fallback,1,23355,85099B
S00474,1,popularity_fallback,2,22470,23355
S00474,1,popularity_fallback,3,22508,22086
S00474,1,popularity_fallback,4,22623,23203
S00474,1,popularity_fallback,5,85123A,85123A
S00474,1,popularity_fallback,6,22722,22423
S00474,1,popularity_fallback,7,23240,84879
S00474,1,popularity_fallback,8,22139,23209
S00474,1,popularity_fallback,9,22086,20725
S00474,1,popularity_fallback,10,21682,22720
S00514,1,price_band_shift,1,22910,22940
S00514,1,price_band_shift,2,22141,22750
S00514,1,price_band_shift,3,22273,22910
S00514,1,price_band_shift,4,22666,22720
S00514,1,price_band_shift,5,22750,22751
S00514,1,price_band_shift,6,22865,22138
S00514,1,price_band_shift,7,22150,20970
S00514,1,price_band_shift,8,22940,22111
S00514,1,price_band_shift,9,23234,47566
S00514,1,price_band_shift,10,23319,23129
S00516,0,none,1,23332,23332
S00516,0,none,2,23198,23198
S00516,0,none,3,22865,22865
S00516,0,none,4,23329,23329
S00516,0,none,5,23439,23439
S00516,0,none,6,23103,23103
S00516,0,none,7,23209,23209
S00516,0,none,8,22866,22866
S00516,0,none,9,35970,35970
S00516,0,none,10,85123A,85123A
S00518,0,none,1,22077,22077
S00518,0,none,2,22551,22551
S00518,0,none,3,85049H,85049H
S00518,0,none,4,85049A,85049A
S00518,0,none,5,22621,22621
S00518,0,none,6,23301,23301
S00518,0,none,7,21992,21992
S00518,0,none,8,82482,82482
S00518,0,none,9,22865,22865
S00518,0,none,10,23198,23198
S00519,0,none,1,22065,22065
S00519,0,none,2,21817,21817
S00519,0,none,3,84596F,84596F
S00519,0,none,4,35964,35964
S00519,0,none,5,35953,35953
S00519,0,none,6,21819,21819
S00519,0,none,7,22340,22340
S00519,0,none,8,22093,22093
S00519,0,none,9,22998,22998
S00519,0,none,10,84692,84692
S00520,0,none,1,22086,22086
S00520,0,none,2,22910,22910
S00520,0,none,3,23247,23247
S00520,0,none,4,22666,22666
S00520,0,none,5,22457,22457
S00520,0,none,6,23344,23344
S00520,0,none,7,84347,84347
S00520,0,none,8,84375,84375
S00520,0,none,9,23241,23241
S00520,0,none,10,22142,22142
S00525,0,none,1,20971,20971
S00525,0,none,2,21915,21915
S00525,0,none,3,22077,22077
S00525,0,none,4,22382,22382
S00525,0,none,5,23301,23301
S00525,0,none,6,22737,22737
S00525,0,none,7,22551,22551
S00525,0,none,8,21791,21791
S00525,0,none,9,23198,23198
S00525,0,none,10,21889,21889
S00538,0,none,1,21993,21993
S00538,0,none,2,21122,21122
S00538,0,none,3,21935,21935
S00538,0,none,4,21915,21915
S00538,0,none,5,22469,22469
S00538,0,none,6,23264,23264
S00538,0,none,7,23301,23301
S00538,0,none,8,21877,21877
S00538,0,none,9,22494,22494
S00538,0,none,10,21080,21080
S00539,0,none,1,20725,20725
S00539,0,none,2,22382,22382
S00539,0,none,3,23209,23209
S00539,0,none,4,20728,20728
S00539,0,none,5,23207,23207
S00539,0,none,6,22662,22662
S00539,0,none,7,85099B,85099B
S00539,0,none,8,23199,23199
S00539,0,none,9,23203,23203
S00539,0,none,10,21931,21931
S00544,0,none,1,22680,22680
S00544,0,none,2,21669,21669
S00544,0,none,3,23301,23301
S00544,0,none,4,22683,22683
S00544,0,none,5,22677,22677
S00544,0,none,6,84879,84879
S00544,0,none,7,22676,22676
S00544,0,none,8,22178,22178
S00544,0,none,9,22077,22077
S00544,0,none,10,21668,21668
S00546,0,none,1,21888,21888
S00546,0,none,2,21890,21890
S00546,0,none,3,22910,22910
S00546,0,none,4,22549,22549
S00546,0,none,5,22138,22138
S00546,0,none,6,22621,22621
S00546,0,none,7,21912,21912
S00546,0,none,8,22726,22726
S00546,0,none,9,90119,90119
S00546,0,none,10,22630,22630
S00556,0,none,1,48187,48187
S00556,0,none,2,23066,23066
S00556,0,none,3,23356,23356
S00556,0,none,4,20685,20685
S00556,0,none,5,82483,82483
S00556,0,none,6,22720,22720
S00556,0,none,7,23054,23054
S00556,0,none,8,23284,23284
S00556,0,none,9,48129,48129
S00556,0,none,10,22169,22169
S00559,0,none,1,85152,85152
S00559,0,none,2,21733,21733
S00559,0,none,3,22766,22766
S00559,0,none,4,22457,22457
S00559,0,none,5,22666,22666
S00559,0,none,6,22173,22173
S00559,0,none,7,20914,20914
S00559,0,none,8,82567,82567
S00559,0,none,9,22865,22865
S00559,0,none,10,22470,22470
S00563,1,stale_index,1,22865,20725
S00563,1,stale_index,2,23301,21929
S00563,1,stale_index,3,22910,82583
S00563,1,stale_index,4,22551,22077
S00563,1,stale_index,5,20725,21931
S00563,1,stale_index,6,23203,21731
S00563,1,stale_index,7,22557,20727
S00563,1,stale_index,8,85123A,21556
S00563,1,stale_index,9,22867,20726
S00563,1,stale_index,10,22144,22666
S00572,1,price_band_shift,1,85152,23355
S00572,1,price_band_shift,2,23321,21754
S00572,1,price_band_shift,3,23301,22138
S00572,1,price_band_shift,4,21908,82483
S00572,1,price_band_shift,5,82482,22507
S00572,1,price_band_shift,6,85123A,23298
S00572,1,price_band_shift,7,82567,21770
S00572,1,price_band_shift,8,22470,23322
S00572,1,price_band_shift,9,21175,22720
S00572,1,price_band_shift,10,22077,23132
S00576,0,none,1,22866,22866
S00576,0,none,2,23439,23439
S00576,0,none,3,23343,23343
S00576,0,none,4,22144,22144
S00576,0,none,5,23301,23301
S00576,0,none,6,23247,23247
S00576,0,none,7,22633,22633
S00576,0,none,8,23264,23264
S00576,0,none,9,22734,22734
S00576,0,none,10,22632,22632
S00595,0,none,1,22746,22746
S00595,0,none,2,22144,22144
S00595,0,none,3,22759,22759
S00595,0,none,4,20972,20972
S00595,0,none,5,22074,22074
S00595,0,none,6,21914,21914
S00595,0,none,7,22077,22077
S00595,0,none,8,22739,22739
S00595,0,none,9,22653,22653
S00595,0,none,10,23301,23301
S00598,1,price_band_shift,1,23171,23174
S00598,1,price_band_shift,2,23170,23245
S00598,1,price_band_shift,3,23172,22124
S00598,1,price_band_shift,4,84879,85123A
S00598,1,price_band_shift,5,22077,23051
S00598,1,price_band_shift,6,23217,22726
S00598,1,price_band_shift,7,22465,23164
S00598,1,price_band_shift,8,23301,22960
S00598,1,price_band_shift,9,84978,22720
S00598,1,price_band_shift,10,22961,22457
S00607,1,price_band_shift,1,21790,84375
S00607,1,price_band_shift,2,21914,22086
S00607,1,price_band_shift,3,21889,22090
S00607,1,price_band_shift,4,21676,22743
S00607,1,price_band_shift,5,22907,22619
S00607,1,price_band_shift,6,21212,22903
S00607,1,price_band_shift,7,22197,22467
S00607,1,price_band_shift,8,21058,22332
S00607,1,price_band_shift,9,21915,22326
S00607,1,price_band_shift,10,85049E,22991
S00608,0,none,1,23356,23356
S00608,0,none,2,22112,22112
S00608,0,none,3,23535,23535
S00608,0,none,4,22910,22910
S00608,0,none,5,22835,22835
S00608,0,none,6,22720,22720
S00608,0,none,7,23247,23247
S00608,0,none,8,23313,23313
S00608,0,none,9,22111,22111
S00608,0,none,10,22940,22940
S00625,0,none,1,85123A,85123A
S00625,0,none,2,22113,22113
S00625,0,none,3,82482,82482
S00625,0,none,4,22865,22865
S00625,0,none,5,21175,21175
S00625,0,none,6,21485,21485
S00625,0,none,7,22086,22086
S00625,0,none,8,84029G,84029G
S00625,0,none,9,22666,22666
S00625,0,none,10,21479,21479
S00644,0,none,1,22147,22147
S00644,0,none,2,22383,22383
S00644,0,none,3,20971,20971
S00644,0,none,4,20725,20725
S00644,0,none,5,22142,22142
S00644,0,none,6,22621,22621
S00644,0,none,7,22382,22382
S00644,0,none,8,20972,20972
S00644,0,none,9,20728,20728
S00644,0,none,10,20726,20726
S00653,1,popularity_fallback,1,22086,85099B
S00653,1,popularity_fallback,2,23493,23355
S00653,1,popularity_fallback,3,23198,22086
