slate_id,customer_id,anchor_date,position,stock_code
S00034,13249,2011-11-15,2,22619
S00034,13249,2011-11-15,3,23409
S00034,13249,2011-11-15,4,23403
S00034,13249,2011-11-15,5,22666
S00034,13249,2011-11-15,6,22173
S00034,13249,2011-11-15,7,23355
S00034,13249,2011-11-15,8,22446
S00034,13249,2011-11-15,9,22138
S00034,13249,2011-11-15,10,20914
S00036,12916,2010-12-01,1,22470
S00036,12916,2010-12-01,2,21733
S00036,12916,2010-12-01,3,22457
S00036,12916,2010-12-01,4,84406B
S00036,12916,2010-12-01,5,22158
S00036,12916,2010-12-01,6,22766
S00036,12916,2010-12-01,7,22113
S00036,12916,2010-12-01,8,21181
S00036,12916,2010-12-01,9,71477
S00036,12916,2010-12-01,10,22189
S00037,16493,2011-09-01,1,21124
S00037,16493,2011-09-01,2,22993
S00037,16493,2011-09-01,3,22549
S00037,16493,2011-09-01,4,21889
S00037,16493,2011-09-01,5,21892
S00037,16493,2011-09-01,6,20727
S00037,16493,2011-09-01,7,21210
S00037,16493,2011-09-01,8,22961
S00037,16493,2011-09-01,9,21992
S00037,16493,2011-09-01,10,22558
S00038,15967,2010-09-01,1,22554
S00038,15967,2010-09-01,2,22383
S00038,15967,2010-09-01,3,82482
S00038,15967,2010-09-01,4,85099B
S00038,15967,2010-09-01,5,21535
S00038,15967,2010-09-01,6,20725
S00038,15967,2010-09-01,7,85152
S00038,15967,2010-09-01,8,20914
S00038,15967,2010-09-01,9,21931
S00038,15967,2010-09-01,10,22090
S00039,14730,2011-09-01,1,47566
S00039,14730,2011-09-01,2,23298
S00039,14730,2011-09-01,3,23209
S00039,14730,2011-09-01,4,23203
S00039,14730,2011-09-01,5,85099B
S00039,14730,2011-09-01,6,85123A
S00039,14730,2011-09-01,7,20725
S00039,14730,2011-09-01,8,23245
S00039,14730,2011-09-01,9,22423
S00039,14730,2011-09-01,10,23206
S00040,14755,2010-12-01,1,82600
S00040,14755,2010-12-01,2,22866
S00040,14755,2010-12-01,3,84029E
S00040,14755,2010-12-01,4,22413
S00040,14755,2010-12-01,5,22086
S00040,14755,2010-12-01,6,82482
S00040,14755,2010-12-01,7,21908
S00040,14755,2010-12-01,8,85150
S00040,14755,2010-12-01,9,22865
S00040,14755,2010-12-01,10,22667
S00041,17042,2011-09-01,1,22382
S00041,17042,2011-09-01,2,23077
S00041,17042,2011-09-01,3,21915
S00041,17042,2011-09-01,4,22551
S00041,17042,2011-09-01,5,20725
S00041,17042,2011-09-01,6,23192
S00041,17042,2011-09-01,7,23078
S00041,17042,2011-09-01,8,22383
S00041,17042,2011-09-01,9,84828
S00041,17042,2011-09-01,10,22993
S00042,14258,2011-09-01,1,23203
S00042,14258,2011-09-01,2,85123A
S00042,14258,2011-09-01,3,22384
S00042,14258,2011-09-01,4,23298
S00042,14258,2011-09-01,5,22666
S00042,14258,2011-09-01,6,23236
S00042,14258,2011-09-01,7,85099B
S00042,14258,2011-09-01,8,23301
S00042,14258,2011-09-01,9,23199
S00042,14258,2011-09-01,10,23206
S00043,13627,2011-03-01,1,85123A
S00043,13627,2011-03-01,2,22723
S00043,13627,2011-03-01,3,22666
S00043,13627,2011-03-01,4,22457
S00043,13627,2011-03-01,5,22470
S00043,13627,2011-03-01,6,21485
S00043,13627,2011-03-01,7,22766
S00043,13627,2011-03-01,8,47566
S00043,13627,2011-03-01,9,22699
S00043,13627,2011-03-01,10,22139
S00044,15197,2011-06-01,1,22993
S00044,15197,2011-06-01,2,22976
S00044,15197,2011-06-01,3,22630
S00044,15197,2011-06-01,4,22555
S00044,15197,2011-06-01,5,84879
S00044,15197,2011-06-01,6,22197
S00044,15197,2011-06-01,7,23077
S00044,15197,2011-06-01,8,20725
S00044,15197,2011-06-01,9,22148
S00044,15197,2011-06-01,10,22652
S00045,13908,2011-11-15,1,23439
S00045,13908,2011-11-15,2,22077
S00045,13908,2011-11-15,3,23198
S00045,13908,2011-11-15,4,23301
S00045,13908,2011-11-15,5,22633
S00045,13908,2011-11-15,6,23264
S00045,13908,2011-11-15,7,22086
S00045,13908,2011-11-15,8,22735
S00045,13908,2011-11-15,9,23493
S00045,13908,2011-11-15,10,35970
S00046,16033,2010-12-01,1,21181
S00046,16033,2010-12-01,2,82600
S00046,16033,2010-12-01,3,22674
S00046,16033,2010-12-01,4,21174
S00046,16033,2010-12-01,5,85123A
S00046,16033,2010-12-01,6,22412
S00046,16033,2010-12-01,7,22413
S00046,16033,2010-12-01,8,85150
S00046,16033,2010-12-01,9,22866
S00046,16033,2010-12-01,10,21169
S00047,18178,2010-12-01,1,22867
S00047,18178,2010-12-01,2,20725
S00047,18178,2010-12-01,3,22383
S00047,18178,2010-12-01,4,22556
S00047,18178,2010-12-01,5,22384
S00047,18178,2010-12-01,6,22147
S00047,18178,2010-12-01,7,85123A
S00047,18178,2010-12-01,8,22557
S00047,18178,2010-12-01,9,22086
S00047,18178,2010-12-01,10,20726
S00048,17819,2011-03-01,1,22519
S00048,17819,2011-03-01,2,22525
S00048,17819,2011-03-01,3,22518
S00048,17819,2011-03-01,4,22524
S00048,17819,2011-03-01,5,22516
S00048,17819,2011-03-01,6,22433
S00048,17819,2011-03-01,7,22961
S00048,17819,2011-03-01,8,22558
S00048,17819,2011-03-01,9,84879
S00048,17819,2011-03-01,10,22748
S00049,12863,2010-09-01,1,37450
S00049,12863,2010-09-01,2,85123A
S00049,12863,2010-09-01,3,21232
S00049,12863,2010-09-01,4,22367
S00049,12863,2010-09-01,5,22364
S00049,12863,2010-09-01,6,20914
S00049,12863,2010-09-01,7,22089
S00049,12863,2010-09-01,8,21535
S00049,12863,2010-09-01,9,47580
S00049,12863,2010-09-01,10,22063
S00051,12549,2010-09-01,1,21210
S00051,12549,2010-09-01,2,21974
S00051,12549,2010-09-01,3,21122
S00051,12549,2010-09-01,4,22384
S00051,12549,2010-09-01,5,84987
S00051,12549,2010-09-01,6,22554
S00051,12549,2010-09-01,7,84988
S00051,12549,2010-09-01,8,84380
S00051,12549,2010-09-01,9,22329
S00051,12549,2010-09-01,10,22558
S00052,15427,2011-11-15,1,21992
S00052,15427,2011-11-15,2,21892
S00052,15427,2011-11-15,3,21791
S00052,15427,2011-11-15,4,85049H
S00052,15427,2011-11-15,5,22074
S00052,15427,2011-11-15,6,22621
S00052,15427,2011-11-15,7,22560
S00052,15427,2011-11-15,8,23301
S00052,15427,2011-11-15,9,21877
S00052,15427,2011-11-15,10,85039A
S00053,13842,2011-03-01,1,85123A
S00053,13842,2011-03-01,2,22457
S00053,13842,2011-03-01,3,82482
S00053,13842,2011-03-01,4,22766
S00053,13842,2011-03-01,5,21733
S00053,13842,2011-03-01,6,22173
S00053,13842,2011-03-01,7,20914
S00053,13842,2011-03-01,8,22960
S00053,13842,2011-03-01,9,22723
S00053,13842,2011-03-01,10,22804
S00054,13246,2010-12-01,1,22383
S00054,13246,2010-12-01,2,22384
S00054,13246,2010-12-01,3,20726
S00054,13246,2010-12-01,4,20728
S00054,13246,2010-12-01,5,22355
S00054,13246,2010-12-01,6,22662
S00054,13246,2010-12-01,7,22632
S00054,13246,2010-12-01,8,21181
S00054,13246,2010-12-01,9,22551
S00054,13246,2010-12-01,10,21034
S00055,17765,2011-09-01,1,23209
S00055,17765,2011-09-01,2,22746
S00055,17765,2011-09-01,3,85099B
S00055,17765,2011-09-01,4,23301
S00055,17765,2011-09-01,5,23202
S00055,17765,2011-09-01,6,23207
S00055,17765,2011-09-01,7,23203
S00055,17765,2011-09-01,8,20725
S00055,17765,2011-09-01,9,20728
S00055,17765,2011-09-01,10,23236
S00056,14440,2010-09-01,1,82482
S00056,14440,2010-09-01,2,22470
S00056,14440,2010-09-01,3,21280
S00056,14440,2010-09-01,4,22173
S00056,14440,2010-09-01,5,85152
S00056,14440,2010-09-01,6,22352
S00056,14440,2010-09-01,7,85184D
S00056,14440,2010-09-01,8,84406B
S00056,14440,2010-09-01,9,22318
S00056,14440,2010-09-01,10,84879
S00057,15384,2011-03-01,1,22383
S00057,15384,2011-03-01,2,22629
S00057,15384,2011-03-01,3,22558
S00057,15384,2011-03-01,4,20728
S00057,15384,2011-03-01,5,84378
S00057,15384,2011-03-01,6,22554
S00057,15384,2011-03-01,7,22384
S00057,15384,2011-03-01,8,20726
S00057,15384,2011-03-01,9,21080
S00057,15384,2011-03-01,10,85099B
S00058,12684,2011-09-01,1,21791
S00058,12684,2011-09-01,2,22491
S00058,12684,2011-09-01,3,22551
S00058,12684,2011-09-01,4,22560
S00058,12684,2011-09-01,5,20972
S00058,12684,2011-09-01,6,21914
S00058,12684,2011-09-01,7,23192
S00058,12684,2011-09-01,8,21058
S00058,12684,2011-09-01,9,22993
S00058,12684,2011-09-01,10,20979
S00059,15358,2011-06-01,1,22563
S00059,15358,2011-06-01,2,84380
S00059,15358,2011-06-01,3,22147
S00059,15358,2011-06-01,4,22383
S00059,15358,2011-06-01,5,22551
S00059,15358,2011-06-01,6,21121
S00059,15358,2011-06-01,7,21791
S00059,15358,2011-06-01,8,22897
S00059,15358,2011-06-01,9,22961
S00059,15358,2011-06-01,10,22748
S00060,14395,2011-06-01,1,21165
S00060,14395,2011-06-01,2,85150
S00060,14395,2011-06-01,3,82600
S00060,14395,2011-06-01,4,85123A
S00060,14395,2011-06-01,5,22413
S00060,14395,2011-06-01,6,82599
S00060,14395,2011-06-01,7,82552
S00060,14395,2011-06-01,8,84879
S00060,14395,2011-06-01,9,82567
S00060,14395,2011-06-01,10,22412
S00062,15719,2010-09-01,1,22384
S00062,15719,2010-09-01,2,22382
S00062,15719,2010-09-01,3,20725
S00062,15719,2010-09-01,4,22411
S00062,15719,2010-09-01,5,22383
S00062,15719,2010-09-01,6,21330
S00062,15719,2010-09-01,7,20727
S00062,15719,2010-09-01,8,20726
S00062,15719,2010-09-01,9,21929
S00062,15719,2010-09-01,10,20728
S00063,17470,2011-03-01,1,21232
S00063,17470,2011-03-01,2,22469
S00063,17470,2011-03-01,3,21156
S00063,17470,2011-03-01,4,22382
S00063,17470,2011-03-01,5,22059
S00063,17470,2011-03-01,6,84378
S00063,17470,2011-03-01,7,22644
S00063,17470,2011-03-01,8,22554
S00063,17470,2011-03-01,9,47559B
S00063,17470,2011-03-01,10,21165
S00064,13425,2011-03-01,1,22383
S00064,13425,2011-03-01,2,20725
S00064,13425,2011-03-01,3,20726
S00064,13425,2011-03-01,4,22469
S00064,13425,2011-03-01,5,21931
S00064,13425,2011-03-01,6,21210
S00064,13425,2011-03-01,7,85099B
S00064,13425,2011-03-01,8,84988
S00064,13425,2011-03-01,9,22386
S00064,13425,2011-03-01,10,21232
S00065,13214,2010-12-01,1,20727
S00065,13214,2010-12-01,2,21824
S00065,13214,2010-12-01,3,84836
S00065,13214,2010-12-01,4,22577
S00065,13214,2010-12-01,5,22294
S00065,13214,2010-12-01,6,21098
S00065,13214,2010-12-01,7,21591
S00065,13214,2010-12-01,8,21034
S00065,13214,2010-12-01,9,22603
S00065,13214,2010-12-01,10,22739
S00066,17732,2010-12-01,1,22470
S00066,17732,2010-12-01,2,22910
S00066,17732,2010-12-01,3,82482
S00066,17732,2010-12-01,4,20725
S00066,17732,2010-12-01,5,22867
S00066,17732,2010-12-01,6,22666
S00066,17732,2010-12-01,7,20914
S00066,17732,2010-12-01,8,22113
S00066,17732,2010-12-01,9,22086
S00066,17732,2010-12-01,10,22382
S00067,12451,2011-11-15,1,22382
S00067,12451,2011-11-15,2,85099B
S00067,12451,2011-11-15,3,22383
S00067,12451,2011-11-15,4,23209
S00067,12451,2011-11-15,5,20728
S00067,12451,2011-11-15,6,22621
S00067,12451,2011-11-15,7,22384
S00067,12451,2011-11-15,8,21915
S00067,12451,2011-11-15,9,20727
S00067,12451,2011-11-15,10,20726
S00068,12388,2011-03-01,1,22666
S00068,12388,2011-03-01,2,85123A
S00068,12388,2011-03-01,3,22457
S00068,12388,2011-03-01,4,22723
S00068,12388,2011-03-01,5,22083
S00068,12388,2011-03-01,6,22699
S00068,12388,2011-03-01,7,22667
S00068,12388,2011-03-01,8,22668
S00068,12388,2011-03-01,9,22088
S00068,12388,2011-03-01,10,20914
S00069,16523,2011-06-01,1,21931
S00069,16523,2011-06-01,2,85099F
S00069,16523,2011-06-01,3,20727
S00069,16523,2011-06-01,4,21928
S00069,16523,2011-06-01,5,22386
S00069,16523,2011-06-01,6,20726
S00069,16523,2011-06-01,7,22381
S00069,16523,2011-06-01,8,21929
S00069,16523,2011-06-01,9,22865
S00069,16523,2011-06-01,10,21930
S00072,13753,2010-09-01,1,85123A
S00072,13753,2010-09-01,2,22423
S00072,13753,2010-09-01,3,20725
S00072,13753,2010-09-01,4,85099B
S00072,13753,2010-09-01,5,22469
S00072,13753,2010-09-01,6,21212
S00072,13753,2010-09-01,7,22384
S00072,13753,2010-09-01,8,21232
S00072,13753,2010-09-01,9,22383
S00072,13753,2010-09-01,10,22470
S00073,12709,2010-12-01,1,22556
S00073,12709,2010-12-01,2,22077
S00073,12709,2010-12-01,3,22629
S00073,12709,2010-12-01,4,20725
S00073,12709,2010-12-01,5,22557
S00073,12709,2010-12-01,6,22759
S00073,12709,2010-12-01,7,21210
S00073,12709,2010-12-01,8,21244
S00073,12709,2010-12-01,9,22739
S00073,12709,2010-12-01,10,22551
S00074,14667,2011-09-01,1,21934
S00074,14667,2011-09-01,2,22379
S00074,14667,2011-09-01,3,21931
S00074,14667,2011-09-01,4,21012
S00074,14667,2011-09-01,5,47591B
S00074,14667,2011-09-01,6,22383
S00074,14667,2011-09-01,7,84659A
S00074,14667,2011-09-01,8,21929
S00074,14667,2011-09-01,9,22739
S00074,14667,2011-09-01,10,21935
S00075,16042,2010-12-01,1,22632
S00075,16042,2010-12-01,2,22556
S00075,16042,2010-12-01,3,22910
S00075,16042,2010-12-01,4,22150
S00075,16042,2010-12-01,5,22633
S00075,16042,2010-12-01,6,22834
S00075,16042,2010-12-01,7,22147
S00075,16042,2010-12-01,8,22557
S00075,16042,2010-12-01,9,22383
S00075,16042,2010-12-01,10,22554
S00076,16823,2011-09-01,1,21934
S00076,16823,2011-09-01,2,22630
S00076,16823,2011-09-01,3,85099B
S00076,16823,2011-09-01,4,22961
S00076,16823,2011-09-01,5,22469
S00076,16823,2011-09-01,6,22090
S00076,16823,2011-09-01,7,20754
S00076,16823,2011-09-01,8,21314
S00076,16823,2011-09-01,9,22367
S00076,16823,2011-09-01,10,21731
S00077,15079,2011-03-01,1,22470
S00077,15079,2011-03-01,2,21733
S00077,15079,2011-03-01,3,22382
S00077,15079,2011-03-01,4,22666
S00077,15079,2011-03-01,5,85099B
S00077,15079,2011-03-01,6,22960
S00077,15079,2011-03-01,7,22301
S00077,15079,2011-03-01,8,21181
S00077,15079,2011-03-01,9,22933
S00077,15079,2011-03-01,10,20727
S00078,14512,2010-09-01,1,82494L
S00078,14512,2010-09-01,2,22469
S00078,14512,2010-09-01,3,85123A
S00078,14512,2010-09-01,4,22088
S00078,14512,2010-09-01,5,84406B
S00078,14512,2010-09-01,6,21907
S00078,14512,2010-09-01,7,22173
S00078,14512,2010-09-01,8,22588
S00078,14512,2010-09-01,9,21535
S00078,14512,2010-09-01,10,22457
S00079,16010,2010-12-01,1,22382
S00079,16010,2010-12-01,2,20726
S00079,16010,2010-12-01,3,22866
S00079,16010,2010-12-01,4,22411
S00079,16010,2010-12-01,5,22867
S00079,16010,2010-12-01,6,85099F
S00079,16010,2010-12-01,7,20713
S00079,16010,2010-12-01,8,22385
S00079,16010,2010-12-01,9,21929
S00079,16010,2010-12-01,10,22553
S00080,12539,2010-12-01,1,82482
S00080,12539,2010-12-01,2,22630
S00080,12539,2010-12-01,3,22150
S00080,12539,2010-12-01,4,22748
S00080,12539,2010-12-01,5,84879
S00080,12539,2010-12-01,6,22556
S00080,12539,2010-12-01,7,21889
S00080,12539,2010-12-01,8,22367
S00080,12539,2010-12-01,9,22759
S00080,12539,2010-12-01,10,22910
S00081,14798,2011-03-01,1,84378
