strategy_id,entry_step,exit_step,trade_return,open_at_cutoff
S00006,310,323,0.08787226,0
S00006,379,401,0.01637561,0
S00006,409,430,0.03187166,0
S00006,440,449,0.02874683,1
S00007,25,30,0.43513678,0
S00007,69,73,0.10919701,0
S00007,83,85,0.01704452,0
S00007,86,98,0.86892346,0
S00007,104,107,0.07163345,0
S00007,237,257,0.15315433,0
S00007,317,318,-0.04344197,0
S00007,347,349,-0.01175943,0
S00007,351,359,0.08626691,0
S00007,363,369,0.0343914,0
S00007,377,393,-0.19580459,0
S00008,37,47,0.27566643,0
S00008,48,49,0.09276956,0
S00008,97,98,-0.01662508,0
S00008,109,132,0.4743121,0
S00008,146,147,-0.07525467,0
S00008,189,191,-0.0785186,0
S00008,263,297,0.13223384,0
S00008,374,377,-0.05743991,0
S00008,380,385,0.29431215,0
S00008,397,410,-0.03548221,0
S00008,441,442,-0.1120831,0
S00009,22,53,0.36470171,0
S00009,63,65,-0.33606511,0
S00009,94,145,1.3932815,0
S00009,148,152,-0.22575383,0
S00009,217,231,-0.24024788,0
S00009,259,278,0.13798593,0
S00009,331,334,-0.00447725,0
S00009,376,409,0.14739633,0
S00009,432,437,-0.10321274,0
S00010,20,25,-0.06762734,0
S00010,34,38,0.08746478,0
S00010,44,59,-0.0036607,0
S00010,68,94,0.25081772,0
S00010,131,134,0.00498917,0
S00010,168,183,-0.19691251,0
S00010,200,202,-0.04725172,0
S00010,211,230,-0.10561393,0
S00010,282,283,0.02763208,0
S00010,290,291,-0.05894726,0
S00010,312,320,0.10601736,0
S00010,324,357,0.51300304,0
S00010,386,390,0.01757486,0
S00010,431,444,-0.19702968,0
S00011,90,101,-0.17331977,0
S00011,131,152,0.01521699,0
S00011,240,281,0.00955793,0
S00011,306,333,-0.04452884,0
S00011,357,359,-0.18033196,0
S00011,388,449,0.26022661,1
S00012,13,34,-0.15907465,0
S00012,50,90,0.20362112,0
S00012,130,142,-0.2047783,0
S00012,171,186,-0.20969185,0
S00012,210,231,0.04026429,0
S00012,334,365,0.05600866,0
S00012,387,396,-0.16906721,0
S00012,433,448,-0.15680413,0
S00013,131,141,0.00410463,0
S00013,211,217,0.00939831,0
S00013,218,231,-0.01246241,0
S00013,338,344,0.01440924,0
S00013,350,359,0.00350662,0
S00013,417,427,0.04894787,0
S00014,18,51,-0.01952454,0
S00014,138,145,-0.45392145,0
S00014,204,209,-0.09441419,0
S00014,259,262,-0.15407909,0
S00014,276,285,-0.15895958,0
S00014,420,427,-0.1626978,0
S00015,113,129,-0.13262696,0
S00015,169,188,-0.10941113,0
S00015,209,218,1.11609966,0
S00015,223,232,0.04003078,0
S00015,273,315,0.22107101,0
S00015,394,400,0.15807882,0
S00016,19,50,-0.13129415,0
S00016,87,115,-0.19435065,0
S00016,172,191,0.05547035,0
S00016,199,205,0.03449957,0
S00016,235,239,0.05264739,0
S00016,241,250,0.15513297,0
S00016,270,287,-0.20595818,0
S00016,295,333,-0.12547403,0
S00017,32,60,0.16425115,0
S00017,155,183,0.03044371,0
S00017,280,310,-0.00649506,0
S00017,418,419,-0.02303907,0
S00017,438,439,-0.00506226,0
S00018,25,33,0.25826726,0
S00018,34,35,-0.0167278,0
S00018,36,37,0.13324707,0
S00018,39,40,0.22752116,0
S00018,59,62,0.06083938,0
S00018,66,67,0.19884334,0
S00018,79,80,-0.08162934,0
S00018,88,89,0.26167107,0
S00018,102,103,-0.08619773,0
S00018,109,110,-0.05669947,0
S00018,112,122,0.07555474,0
S00018,126,129,-0.15901097,0
S00018,169,170,-0.05806105,0
S00018,172,175,0.20901455,0
S00018,190,191,-0.11589051,0
S00018,221,222,-0.08014681,0
S00018,264,269,0.01189767,0
S00018,270,271,0.03078387,0
S00018,272,273,0.04235485,0
S00018,330,333,-0.03837186,0
S00018,362,367,-0.14923774,0
S00018,368,371,0.0689707,0
S00018,372,373,0.16200842,0
S00018,385,404,-0.01179323,0
S00019,35,38,-0.13442454,0
S00019,57,110,3.26206008,0
S00019,121,130,-0.08970221,0
S00019,140,147,0.04635482,0
S00019,153,167,-0.00857491,0
S00019,204,210,-0.10177229,0
S00019,248,253,-0.06791572,0
S00019,294,308,0.18903595,0
S00019,387,392,-0.18884261,0
S00019,406,409,0.13390882,0
S00019,411,418,-0.15496089,0
S00019,436,441,-0.11183839,0
S00020,54,73,-0.24664044,0
S00020,101,103,-0.03243033,0
S00020,107,153,0.21055817,0
S00020,268,288,-0.01710063,0
S00020,393,420,-0.00832844,0
S00020,421,422,-0.07815634,0
S00021,14,18,-0.02896772,0
S00021,23,24,-0.01793579,0
S00021,25,35,0.0006719,0
S00021,70,71,9.007e-05,0
S00021,135,138,0.50640165,0
S00021,148,149,-0.02806554,0
S00021,158,159,0.03512461,0
S00021,160,161,-0.04713211,0
S00021,175,188,0.17913112,0
S00021,219,238,0.31744835,0
S00021,254,256,-0.05404402,0
S00021,293,294,0.03531729,0
S00021,297,298,-0.0298722,0
S00021,302,303,0.00072354,0
S00021,304,305,-0.04695674,0
S00021,319,321,-0.05845874,0
S00021,327,330,-0.00673363,0
S00021,331,335,-0.01219517,0
S00021,341,343,0.06153646,0
S00021,355,360,-0.02650356,0
S00021,361,365,-0.02904789,0
S00021,366,372,-0.06026864,0
S00021,388,389,0.00081566,0
S00021,390,391,0.02190021,0
S00021,392,393,-0.05287436,0
S00021,395,398,0.01388406,0
S00021,399,400,-0.06190276,0
S00021,414,415,-0.0031013,0
S00021,417,418,-0.02792952,0
S00021,420,422,-0.01681827,0
S00022,19,24,-0.00105414,0
S00022,30,48,-0.0121014,0
S00022,90,107,-0.25943363,0
S00022,137,149,-0.31516933,0
S00022,176,202,0.15121245,0
S00022,245,261,-0.37347877,0
S00022,280,286,0.23541458,0
S00022,291,311,0.17508692,0
S00022,312,313,0.01692392,0
S00022,314,332,-0.13103485,0
S00022,351,358,-0.20332474,0
S00022,376,381,-0.0810673,0
S00022,393,410,-0.34958315,0
S00022,432,447,-0.13908418,0
S00023,21,29,0.13599184,0
S00023,36,68,-0.06061596,0
S00023,118,138,0.07601522,0
S00023,218,232,-0.09856657,0
S00023,261,290,0.30582009,0
S00023,327,346,-0.22334695,0
S00023,357,412,0.1556238,0
S00023,433,436,0.05163888,0
S00024,84,97,0.05461362,0
S00024,159,182,-0.02040107,0
S00024,191,222,-0.19773864,0
S00024,252,254,0.11914287,0
S00024,315,337,-0.0604144,0
S00024,347,376,-0.33304647,0
S00024,417,421,0.16363407,0
S00024,426,434,0.11946268,0
S00025,29,30,-0.05032372,0
S00025,61,66,-0.00982527,0
S00025,76,79,-0.00932601,0
S00025,87,88,-0.06960371,0
S00025,148,150,-0.03775898,0
S00025,163,174,0.09936854,0
S00025,209,219,0.52558958,0
S00025,242,246,-0.03311792,0
S00025,303,309,0.11004855,0
S00025,311,312,-0.00225142,0
S00025,313,314,-0.05488937,0
S00025,342,345,0.17876575,0
S00025,353,354,-0.06732734,0
S00025,355,356,0.08063868,0
S00025,379,380,0.04263713,0
S00025,385,388,-0.02530277,0
S00025,396,397,-0.02197518,0
S00025,399,401,-0.03734581,0
S00025,402,403,-0.00292833,0
S00025,406,407,-0.01411037,0
S00025,409,411,0.0108095,0
S00025,412,416,-0.01486884,0
S00025,430,437,0.03697941,0
S00025,438,439,-0.05661229,0
S00025,441,443,-0.04048798,0
S00025,444,445,-0.19262018,0
S00026,51,61,0.18180853,0
S00026,125,146,-0.05840251,0
S00026,173,189,0.11383368,0
S00026,206,230,0.42761932,0
S00026,272,311,-0.47522264,0
S00026,314,326,0.03630628,0
S00026,383,449,-0.39721871,1
S00027,49,70,0.16834083,0
S00027,87,97,-0.36945446,0
S00027,98,106,0.07230933,0
S00027,195,198,-0.143945,0
S00027,255,261,0.04556339,0
S00027,285,295,-0.09117914,0
S00027,402,412,0.15427067,0
S00028,27,31,0.09313288,0
S00028,40,64,-0.4697763,0
S00028,80,91,-0.19012008,0
S00028,121,139,-0.01108702,0
S00028,376,393,-0.23074465,0
S00028,416,449,0.10063422,1
S00029,10,23,0.33913893,0
S00029,25,26,0.1653484,0
S00029,47,54,-0.02922656,0
S00029,72,78,0.29395444,0
S00029,90,92,-0.03666359,0
S00029,94,97,0.25920993,0
S00029,191,196,0.05856894,0
S00029,198,207,-0.07927822,0
S00029,227,228,-0.05594754,0
S00029,241,262,0.19144429,0
S00029,277,282,0.0779177,0
S00029,315,318,0.01198014,0
S00029,349,350,0.02606104,0
S00029,351,358,0.02522524,0
S00029,384,385,0.01896668,0
S00029,386,387,-0.09441717,0
S00029,388,393,-0.03984085,0
S00029,407,416,0.07902073,0
S00029,425,426,0.02479087,0
S00029,440,441,-0.03418594,0
S00029,444,445,-0.01384613,0
S00030,27,37,-0.17026429,0
S00030,52,82,0.45297345,0
S00030,189,203,-0.10301704,0
S00030,243,247,-0.08888757,0
S00030,281,306,0.12506841,0
S00030,315,321,-0.17597407,0
S00030,405,432,0.2024402,0
S00031,87,88,-0.02759651,0
S00031,90,91,-0.08202581,0
S00031,121,122,0.11612918,0
S00031,129,144,-0.16416303,0
S00031,227,238,0.11126055,0
S00031,242,254,0.26374672,0
S00031,262,274,-0.18604474,0
S00031,341,342,0.00387401,0
S00031,344,347,-0.02268715,0
S00031,348,355,-0.11223563,0
S00031,384,395,-0.11184211,0
S00031,416,438,0.15216494,0
S00031,439,449,-0.04941091,1
S00032,38,42,0.15068872,0
S00032,100,112,0.08966819,0
S00032,137,139,0.32785212,0
S00032,223,237,0.11044135,0
S00032,253,262,0.07032585,0
S00032,303,352,-0.41541564,0
S00032,364,368,0.08328481,0
S00032,440,449,0.03665513,1
S00033,153,190,-0.31116797,0
S00033,220,227,0.43352608,0
S00033,250,266,0.27357534,0
S00033,267,276,0.15619814,0
S00033,301,311,0.12818873,0
S00033,327,348,0.0287779,0
S00033,362,369,0.70454843,0
S00033,399,404,0.03975709,0
S00033,409,419,0.0449127,0
S00033,429,439,0.24242196,0
S00034,52,160,0.05177493,0
S00034,184,210,0.04900873,0
S00034,243,257,-0.19116427,0
S00034,281,321,0.11298599,0
S00034,343,347,0.12780731,0
S00034,405,436,0.02023697,0
S00035,8,9,0.11821571,0
S00035,28,29,-0.0380328,0
S00035,37,38,-0.04317128,0
S00035,40,41,0.01442621,0
S00035,42,43,0.09201577,0
S00035,65,66,0.0361007,0
S00035,87,92,-0.04622857,0
S00035,99,100,-0.0457801,0
S00035,124,125,-0.0375081,0
S00035,126,128,-0.02945351,0
S00035,129,130,0.0690385,0
S00035,132,133,0.07178912,0
S00035,135,136,-0.03052049,0
S00035,170,190,0.18657487,0
S00035,203,207,-0.04374627,0
S00035,240,241,-0.06202502,0
S00035,254,255,-0.00296856,0
S00035,269,270,0.08249593,0
S00035,283,286,-0.05603737,0
S00035,294,296,-0.02191841,0
S00035,308,311,-0.03850593,0
S00035,312,316,0.02987165,0
S00035,319,322,-0.02706122,0
S00035,340,341,0.00651014,0
S00035,342,343,-0.01373137,0
S00035,373,379,-0.02487994,0
S00035,394,398,-0.02134219,0
S00035,399,400,-0.01039075,0
S00035,403,404,-0.0182658,0
S00035,426,430,-0.02538242,0
S00036,63,66,0.07063218,0
S00036,144,163,-0.09854576,0
S00036,218,228,-0.19487482,0
S00036,252,293,0.06066039,0
S00036,338,348,-0.17900011,0
S00036,363,379,-0.22020314,0
S00036,399,412,-0.06580955,0
S00036,439,449,0.18494516,1
S00037,74,76,0.15013003,0
S00037,104,130,-0.13089351,0
S00037,160,175,0.10148469,0
S00037,191,207,0.39504242,0
S00037,258,292,-0.40216314,0
S00037,301,323,-0.09125462,0
S00037,345,347,0.08690618,0
S00037,370,391,0.00925569,0
S00037,400,437,-0.07091597,0
S00038,36,51,0.06505874,0
S00038,89,103,0.13027111,0
S00038,115,123,-0.13491816,0
S00038,212,218,-0.18109143,0
S00038,256,270,-0.01385414,0
S00038,322,338,0.77582803,0
S00039,21,49,-0.09637549,0
S00039,93,95,0.20757457,0
S00039,115,130,0.06533165,0
S00039,133,172,-0.22152903,0
S00039,190,195,0.21544106,0
S00039,232,250,0.00227297,0
S00039,255,286,-0.23114399,0
S00039,298,326,-0.22706164,0
S00039,329,332,0.123976,0
S00039,342,344,0.13748524,0
S00039,374,388,0.07689772,0
S00039,394,405,0.01493912,0
S00039,419,432,0.00565198,0
S00039,441,444,0.07059942,0
S00039,446,449,-0.30602529,1
S00040,47,65,-0.0273268,0
S00040,82,109,-0.15156389,0
S00040,125,133,0.11680318,0
S00040,170,185,0.06325813,0
S00040,194,198,0.09036623,0
S00040,199,249,-0.51237513,0
S00040,267,271,0.12919686,0
S00040,305,311,0.1640821,0
S00040,314,321,0.10305583,0
S00040,323,326,0.13139683,0
S00040,332,350,-0.02164503,0
S00040,360,370,0.03438823,0
S00040,387,402,0.0465004,0
S00040,419,448,-0.30708999,0
S00041,52,53,0.02372339,0
S00041,54,108,0.76265049,0
S00041,121,125,-0.08761064,0
S00041,135,137,-0.02335882,0
S00041,143,183,0.14187691,0
S00041,209,213,-0.22142619,0
S00041,293,307,-0.18611529,0
S00041,408,412,-0.02545771,0
S00041,417,438,-0.19969451,0
S00042,134,149,-0.26383582,0
S00042,206,240,-0.40793374,0
S00042,269,279,-0.27497498,0
S00042,313,331,-0.02631005,0
S00042,356,360,-0.34351821,0
S00042,422,449,0.2449058,1
S00043,92,93,-0.07390369,0
S00043,130,153,0.09260007,0
S00043,248,283,0.03430875,0
S00043,360,363,-0.1684192,0
S00043,396,403,-0.05109809,0
S00043,427,449,0.34021039,1
S00044,63,93,-0.00252987,0
S00044,223,225,0.03289296,0
S00044,226,229,0.53475077,0
S00044,249,251,-0.07448866,0
S00044,252,253,-0.00912146,0
S00044,328,330,-0.16091567,0
S00044,332,341,0.20741677,0
S00044,342,348,0.25042472,0
S00044,362,369,-0.24777296,0
S00044,371,374,0.00908619,0
S00044,414,416,0.01182049,0
S00044,426,430,-0.10129573,0
S00044,432,443,0.05562806,0
S00044,445,449,-0.05348903,1
S00045,46,58,0.10898544,0
S00045,103,139,-0.2714945,0
S00045,158,184,-0.12718782,0
S00045,200,217,0.06558264,0
S00045,264,298,-0.40173692,0
S00045,309,320,-0.07563403,0
S00045,354,356,0.08878352,0
S00045,379,400,0.00857061,0
S00045,404,430,-0.0481966,0
S00045,433,438,0.02898969,0
S00045,440,447,0.02832134,0
S00046,28,44,-0.24825433,0
S00046,60,81,-0.16306473,0
S00046,142,144,-0.15066109,0
S00046,179,194,-0.04614343,0
S00046,228,242,0.07608771,0
S00046,324,352,-0.22659844,0
S00046,371,377,-0.21937306,0
S00046,427,449,-0.23557202,1
S00047,140,159,-0.14381646,0
S00047,202,206,0.21523202,0
S00047,236,285,0.28882158,0
S00047,339,387,0.16431971,0
S00047,431,449,0.71116552,1
S00048,37,40,0.03140735,0
S00048,45,63,0.09137959,0
S00048,92,100,0.06674999,0
S00048,104,109,1.11945424,0
S00048,110,114,0.08619031,0
S00048,165,175,0.04686854,0
S00048,212,219,0.0925919,0
S00048,225,228,0.05885861,0
S00048,230,233,0.0681969,0
S00048,276,301,-0.43891758,0
S00048,321,334,-0.06438468,0
S00048,342,345,0.0672473,0
S00048,390,401,0.00970125,0
S00048,409,412,0.16076036,0
S00048,416,420,0.05014785,0
S00048,421,425,0.12886356,0
S00048,443,449,-0.03587748,1
S00049,37,46,-0.30081295,0
S00049,108,117,-0.03187696,0
S00049,133,168,0.23000284,0
S00049,185,192,-0.21467344,0
S00049,251,304,-0.09802857,0
S00049,449,449,0.0,1
S00050,49,61,-0.0032816,0
S00050,65,84,-0.03362733,0
S00050,129,145,0.00262061,0
S00050,174,185,-0.20246677,0
S00050,209,235,0.05286586,0
S00050,315,364,0.531119,0
S00050,412,428,-0.03066042,0
S00050,429,447,-0.25669838,0
S00051,33,57,-0.07221363,0
S00051,83,85,0.18816355,0
S00051,121,139,-0.07893741,0
S00051,202,206,0.0996092,0
S00051,271,287,-0.2385588,0
S00051,311,324,0.06289099,0
S00051,341,343,0.11102343,0
S00051,409,449,-0.37149199,1
S00052,33,44,0.24042955,0
S00052,88,126,-0.29143383,0
S00052,155,174,0.09829068,0
S00052,189,206,0.09541868,0
S00052,241,309,-0.69598392,0
S00052,365,395,-0.06350128,0
S00052,397,410,0.10605266,0
S00052,447,449,0.17283711,1
S00053,37,50,-0.04854194,0
S00053,78,87,0.22864675,0
S00053,102,105,-0.28551836,0
S00053,131,148,-0.01883995,0
S00053,247,281,0.08837615,0
S00053,368,389,0.35984529,0
S00053,427,449,0.29853136,1
S00054,55,64,-0.2147253,0
S00054,82,86,0.12752984,0
S00054,88,95,0.0857685,0
S00054,141,155,0.02781266,0
S00054,191,198,0.13718749,0
S00054,251,260,0.03854904,0
S00054,309,320,-0.13727521,0
S00054,347,371,-0.18692037,0
S00054,428,449,0.31526779,1
S00055,35,44,0.21184916,0
S00055,52,93,0.04683399,0
S00055,175,184,-0.15680782,0
S00055,213,234,-0.11479579,0
S00055,336,363,0.05587777,0
S00055,410,423,-0.03796937,0
S00055,429,445,-0.25160098,0
S00056,52,53,-0.08460126,0
S00056,94,96,-0.12982525,0
S00056,126,127,-0.04120422,0
S00056,128,129,0.02375718,0
S00056,131,144,0.02857962,0
S00056,238,240,-0.1810226,0
S00056,261,279,-0.12603282,0
S00056,301,304,-0.08089243,0
S00056,308,309,-0.10838406,0
S00056,355,360,-0.28425381,0
S00056,383,384,0.01076686,0
S00056,386,388,0.02180626,0
S00056,390,391,-0.00792019,0
S00056,392,393,-0.0309541,0
S00056,394,397,-0.0603004,0
S00056,422,449,0.2449058,1
S00057,53,54,-0.09788957,0
S00057,61,70,-0.07645352,0
S00057,77,85,0.08561583,0
S00057,180,182,0.02318996,0
S00057,210,212,0.02353853,0
S00057,221,231,-0.08355808,0
S00057,294,295,0.09905761,0
S00057,322,324,0.01366745,0
S00057,334,341,-0.10643999,0
S00057,356,360,0.11743761,0
S00057,389,390,-0.01156224,0
S00057,396,399,-0.00631627,0
S00057,400,403,-0.01686532,0
S00057,404,405,-0.0198182,0
S00057,407,410,-0.01445491,0
S00057,413,427,-0.09568318,0
S00057,429,435,0.00456647,0
S00057,437,438,-0.01971053,0
S00057,440,444,0.09416957,0
S00058,43,47,0.16260453,0
S00058,55,62,0.12903073,0
S00058,76,80,0.12170621,0
S00058,124,136,-0.15477584,0
S00058,143,157,-0.08287213,0
S00058,175,185,-0.09059996,0
S00058,187,199,-0.27380039,0
S00058,221,229,0.09055128,0
S00058,266,274,-0.02643963,0
S00058,286,294,-0.00571563,0
S00058,297,307,-0.37279119,0
S00058,332,341,-0.18661346,0
S00058,399,411,-0.17419038,0
S00058,419,420,0.09723501,0
S00058,428,435,0.00396259,0
S00059,29,30,0.00033195,0
S00059,37,64,0.03845812,0
S00059,127,129,-0.00850457,0
S00059,130,131,-0.05029086,0
S00059,170,181,-0.19915621,0
S00059,199,225,-0.09819556,0
S00059,274,296,-0.25652931,0
S00059,321,368,0.4273266,0
S00059,369,371,0.07451776,0
S00059,436,442,-0.27507386,0
S00060,53,70,-0.19240322,0
S00060,85,108,-0.23045907,0
S00060,183,187,-0.23381671,0
S00060,225,231,-0.11808305,0
S00060,325,365,-0.02681911,0
S00060,442,447,-0.20524616,0
S00061,20,29,0.14032252,0
S00061,35,76,0.36852752,0
S00061,94,139,0.24596282,0
S00061,168,171,0.11831797,0
S00061,217,233,-0.15264699,0
S00061,260,283,-0.05766733,0
S00061,349,357,0.15340183,0
S00061,381,412,0.04342287,0
S00061,437,449,0.03465519,1
S00062,28,76,-0.03576871,0
S00062,119,121,-0.03735781,0
S00062,161,171,-0.15979524,0
S00062,200,218,-0.35896586,0
S00062,276,279,-0.1645406,0
S00062,321,349,-0.22272441,0
S00063,34,35,0.06542465,0
S00063,41,42,-0.07425024,0
S00063,43,45,-0.04325691,0
S00063,107,110,-0.04696139,0
S00063,130,132,-0.02140988,0
S00063,133,134,-0.0266134,0
S00063,157,158,-0.04412209,0
S00063,165,167,-0.00813317,0
S00063,169,177,0.10543896,0
S00063,178,186,0.23820798,0
S00063,273,274,-0.0764017,0
S00063,281,282,0.09928705,0
S00063,369,375,-0.00855773,0
S00063,386,388,0.03243446,0
S00063,390,397,0.01673152,0
S00063,400,404,-0.02852783,0
S00063,422,426,0.00899495,0
S00063,427,434,-0.04236528,0
S00063,449,449,0.0,1
S00064,45,47,-0.14963398,0
S00064,119,123,0.09473913,0
S00064,133,139,-0.0750753,0
S00064,164,167,0.09116484,0
S00064,170,203,0.08376196,0
S00064,292,325,-0.08719657,0
S00064,336,343,-0.08405238,0
S00064,347,354,-0.14488228,0
S00064,357,366,0.042179,0
S00065,97,117,-0.25014903,0
S00065,142,159,-0.15296262,0
S00065,217,218,0.05692883,0
S00065,248,287,0.04951231,0
S00065,332,338,-0.10235946,0
S00065,384,402,-0.37193086,0
S00065,429,449,0.2666937,1
S00066,14,20,0.35713144,0
S00066,25,29,0.03608932,0
S00066,58,65,0.16834845,0
S00066,94,111,0.03155163,0
S00066,177,187,0.06978207,0
S00066,242,251,0.18054728,0
S00066,270,273,0.12535611,0
S00066,314,326,0.12651701,0
S00066,335,356,0.0799908,0
S00066,361,370,0.06279156,0
S00066,387,413,0.06606877,0
S00067,39,42,0.07655761,0
S00067,69,72,-0.2002922,0
S00067,77,85,0.1557859,0
S00067,91,92,-0.08205459,0
S00067,254,275,-0.081398,0
S00067,279,288,-0.028066,0
S00067,347,351,0.0673361,0
S00067,374,432,0.2817161,0
S00068,9,16,0.27962955,0
S00068,25,26,0.01705868,0
S00068,49,51,0.00276304,0
S00068,73,82,0.0565745,0
S00068,91,100,-0.1990954,0
S00068,106,115,0.03230588,0
S00068,130,153,0.09260007,0
S00068,189,192,0.04164629,0
S00068,203,213,-0.1645784,0
S00068,216,225,0.13693387,0
S00068,240,247,-0.01365291,0
S00068,251,284,-0.05494042,0
S00068,308,310,-0.03236189,0
S00068,356,364,-0.29769079,0
S00068,375,378,0.09448028,0
S00068,385,406,-0.07135791,0
S00068,426,449,0.33140012,1
S00069,20,72,0.03008093,0
S00069,91,109,-0.16936734,0
S00069,122,129,-0.16878881,0
S00069,212,225,-0.18538399,0
S00069,254,270,0.03194414,0
S00069,374,435,0.18276496,0
S00070,48,50,-0.06811791,0
S00070,107,110,0.12983284,0
S00070,128,153,-0.00250805,0
S00070,183,192,0.06807834,0
S00070,215,220,0.15316208,0
S00070,244,276,-0.09715881,0
S00070,336,339,-0.05053753,0
S00070,344,359,-0.11261629,0
S00070,423,449,0.17911859,1
S00071,46,99,0.5148719,0
S00071,122,135,-0.09305844,0
S00071,145,155,-0.08210167,0
S00071,161,173,-0.18473987,0
S00071,217,220,-0.2818823,0
S00071,278,299,0.06289554,0
S00071,356,363,-0.10871054,0
S00071,370,379,-0.13702502,0
S00071,388,392,-0.11928582,0
S00071,397,426,0.18544136,0
S00072,37,38,0.0479526,0
S00072,40,41,-0.13481506,0
S00072,76,79,-0.00227962,0
S00072,83,84,0.02039343,0
S00072,94,95,-0.02713605,0
S00072,99,101,0.00277926,0
S00072,149,150,0.03918934,0
S00072,151,154,-0.06710081,0
S00072,169,175,0.00402477,0
S00072,191,199,0.10418488,0
S00072,202,204,-0.04493643,0
S00072,205,206,-0.05080572,0
S00072,228,231,-0.03072837,0
S00072,234,237,0.13754806,0
S00072,242,244,0.19942293,0
S00072,332,333,-0.04169015,0
S00072,334,335,-0.04158423,0
S00072,344,348,-0.03523539,0
S00072,350,351,-0.01326943,0
S00072,366,390,0.30721857,0
S00073,103,114,0.11432313,0
S00073,210,211,0.16165073,0
S00073,215,236,0.00337021,0
S00073,306,355,-0.47431203,0
S00073,367,379,0.09321949,0
S00073,436,449,-0.07211444,1
S00074,15,18,0.00440268,0
S00074,21,31,0.20895235,0
S00074,121,125,-0.12476812,0
S00074,126,127,-0.11816524,0
S00074,173,175,-0.06407769,0
S00074,207,218,-0.09311325,0
S00074,247,248,0.00725213,0
S00074,249,266,0.00548293,0
S00074,365,369,0.1066033,0
S00074,386,387,0.05427399,0
S00074,389,391,-0.02705044,0
S00074,392,400,-0.10117779,0
S00074,422,425,0.15652237,0
S00074,447,449,-0.00920463,0
S00075,17,33,-0.19181013,0
S00075,58,83,-0.09662061,0
S00075,85,103,-0.02141271,0
S00075,113,120,-0.13304006,0
S00075,140,146,-0.12766085,0
S00075,155,200,0.16672087,0
S00075,207,269,0.85225033,0
S00075,287,294,-0.27691136,0
S00075,348,354,-0.1361883,0
S00075,371,388,2.308e-05,0
S00075,400,409,-0.21867261,0
S00076,53,85,0.15580262,0
S00076,149,180,-0.02013848,0
S00076,200,213,-0.16507854,0
S00076,239,250,-0.05291217,0
S00076,283,309,-0.06171069,0
S00076,382,400,-0.11548752,0
S00076,407,434,-0.0246232,0
S00077,64,71,-0.17257802,0
S00077,108,124,-0.19929923,0
S00077,132,138,-0.2403889,0
S00077,154,165,-0.17013055,0
S00077,194,214,0.13566991,0
S00077,266,309,-0.26549407,0
S00077,316,347,-0.12758964,0
S00077,363,377,-0.11106922,0
S00077,414,429,-0.2084476,0
S00078,8,18,0.10078347,0
S00078,39,48,0.19650871,0
S00078,66,76,0.07476192,0
S00078,102,105,0.09374892,0
S00078,220,230,0.26865792,0
S00078,252,262,-0.08984243,0
S00078,269,276,0.06883975,0
S00079,34,86,0.67693299,0
S00079,104,143,0.0152926,0
S00079,183,192,-0.08506695,0
S00079,228,234,-0.05312515,0
S00079,262,289,0.20729402,0
S00079,384,409,0.1226679,0
S00079,438,447,-0.24754245,0
S00080,42,48,-0.05192768,0
S00080,49,55,0.08703163,0
